objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best
NGC4747,192.94065,25.77581,7.1,SBcd,1.32,2.089296383189619,12.99,75.0,1190.0,1932.0,26.3790278536,12.3,1195,16.316220644456575,,12.3
NGC4746,192.9801,12.08304,3.1,Sb,1.31,2.0417376756604138,13.36,90.0,1783.0,1013.0,13.8312397597,32.12,1780,24.303659202621514,30.61963864014887,30.6196386401
NGC4754,193.07309999999998,11.31364,-2.4,S0,1.62,4.168693880473867,11.51,90.0,1351.0,1011.0,13.8039322774,16.25,1317,17.981977061714908,15.995580145646871,15.9955801456
NGC4753,193.09185,-1.19948,-1.2,S0-a,1.81,6.456541439665037,10.85,77.5,1163.0,1501.0,20.4942654287,18.57,1242,16.957946477334787,19.952631912548657,19.9526319125
NGC4758,193.1847,15.84656,9.1,SBm,1.44,2.754229066221527,13.57,90.0,1243.0,1023.0,13.9677771709,14.44,1242,16.957946477334787,13.489632380568445,13.4896323806
NGC4762,193.23299999999998,11.23077,-1.8,S0,1.92,8.317636889109135,11.10,90.0,986.0,1011.0,13.8039322774,16.26,973,13.28509011469142,10.814337518199306,10.8143375182
NGC4765,193.3104,4.46322,0.0,S0-a,1.06,1.14815347022194,13.37,50.2,716.0,989.0,13.5035499727,15.44,717,9.789732386673942,,15.44
NGC4771,193.33845,1.26915,6.2,Sc,1.49,3.0902955003738914,12.93,74.3,1134.0,1499.0,20.4669579465,19.78,1129,15.41507373020207,17.94734399285306,17.9473439929
NGC4772,193.3716,2.16833,1.2,Sa,1.61,4.073802912227076,12.00,67.3,1040.0,969.0,13.2304751502,29.34,1035,14.131622064445652,27.289769678136516,27.2897696781
NGC4775,193.44045,-6.62217,6.9,Scd,1.35,2.238721261469447,11.58,28.4,1568.0,1882.0,25.6963407974,26.6,1567,21.395412342981967,11.324001046233235,11.3240010462
NGC4779,193.46175,9.70993,4.6,SBc,1.27,1.8620870548831208,13.21,46.5,2831.0,3337.0,45.5625341344,40.84,2846,38.858547241944265,38.904528168399445,38.9045281684
NGC4789A,193.5225,27.14974,9.9,I,1.28,1.9054605924362857,14.11,56.2,374.0,289.0,3.94593118514,3.84,375,5.1201529219006,4.03645343330805,4.03645343331
NGC4793,193.66905,28.93779,5.1,Sc,1.26,1.819700818650877,12.30,61.1,2484.0,3045.0,41.5756417258,30.96,2478,33.83397050791915,26.791681600886164,26.7916816009
NGC4791,193.68315,8.0531,1.0,SBa,1.02,1.0471285020627683,15.18,52.9,2529.0,3005.0,41.0294920808,,2523,34.448388858547226,,41.0294920808
UGC08032,193.68404999999998,13.2371,2.0,Sab,1.43,2.6915344788557576,14.30,90.0,1113.0,1016.0,13.8722009831,,1119,15.278536318951392,,13.8722009831
NGC4795,193.7619,8.06548,0.8,SBa,1.33,2.1379623007676005,13.19,53.2,2781.0,3272.0,44.6750409612,,2787,38.05297651556525,,44.6750409612
PGC093119,193.7697,8.06626,-3.2,E-S0,1.25,1.778279410038923,15.35,19.4,2406.0,2877.0,39.2818132168,,2543,34.72146368104859,,39.2818132168
UGC08042,193.79295,7.91785,4.1,Sbc,1.03,1.0715192346486087,15.33,56.1,2659.0,3141.0,42.8864008738,,2652,36.209721463681035,,42.8864008738
NGC4799,193.81470000000002,2.89661,3.2,Sb,1.16,1.4454396596536672,14.09,68.7,2793.0,3237.0,44.1971600218,,2781,37.97105406881485,,44.1971600218
NGC4808,193.95405,4.30418,5.9,Sc,1.37,2.344228841058573,12.30,69.2,759.0,360.0,4.91534680502,18.85,762,10.404150737302015,17.458206501188805,17.4582065012
NGC4826,194.18249999999998,21.68195,2.3,Sab,2.02,10.471285020627684,9.29,63.9,408.0,276.0,3.76843255052,5.18,408,5.570726379027852,4.405549176821657,4.40554917682
NGC4845,194.505,1.57587,2.3,Sab,1.74,5.495408859250822,12.14,90.0,1232.0,1813.0,24.7542326597,19.5,1106,15.101037684325503,18.535321606813206,18.5353216068
PGC044532,194.75760000000002,34.86082,8.9,Sm,1.58,3.8018943388944666,12.86,90.0,835.0,1103.0,15.060076461,10.66,837,11.428181321682137,9.954057495972782,9.95405749597
NGC4866,194.86260000000001,14.17078,-0.1,S0-a,1.76,5.754399247009779,12.02,90.0,1988.0,1019.0,13.9131622064,25.62,1983,27.075368651010358,29.64832222871208,29.6483222287
NGC4904,195.24435,-0.02752,5.8,Sc,1.3,1.9952620958974432,12.67,52.6,1180.0,1599.0,21.832332059,20.79,1188,16.2206444565811,16.519615515542885,16.5196155155
NGC4941,196.0545,-5.55153,2.1,SABa,1.52,3.3113110693986716,11.90,36.6,1108.0,1226.0,16.7394866193,16.96,1111,15.169306389950838,20.417376756604135,20.4173767566
UGC08181,196.3527,32.90002,8.0,Sd,1.08,1.20226455342066,15.59,90.0,886.0,1210.0,16.5210267613,,895,12.220098306936098,,16.5210267613
NGC4945,196.3638,-49.46791,6.1,SBc,2.37,23.442281975923816,9.27,90.0,563.0,318.0,4.34188967777,3.91,564,7.700709994538501,3.467368199963294,3.46736819996
NGC4961,196.44825,27.73387,5.6,SBc,1.05,1.1220183311090417,13.96,38.7,2535.0,3101.0,42.3402512288,41.82,2532,34.57127252867284,36.98280433455233,36.9828043346
UGC08201,196.6038,67.70693,9.9,I,1.52,3.3113110693986716,12.92,71.2,31.0,235.0,3.20862916439,4.51,31,0.4232659748771164,4.830588190118798,4.83058819012
NGC4981,197.20305,-6.77747,4.0,Sbc,1.43,2.6915344788557576,12.07,44.7,1680.0,1966.0,26.8432550519,23.47,1678,22.910977607864535,21.37961713919407,21.3796171392
UGC08246,197.52045,34.18095,5.9,SBc,1.39,2.4547088348300035,14.82,80.0,813.0,1058.0,14.4456581103,17.78,820,11.196067722555977,21.08629890953448,21.0862989095
NGC5014,197.88029999999998,36.28206,1.4,Sa,1.32,2.089296383189619,13.48,81.4,1126.0,1709.0,23.3342435827,14.64,1132,15.456034953577278,6.397351782549477,6.39735178255
NGC5012,197.90445,22.9155,5.1,Sc,1.42,2.630267731982223,12.83,58.8,2619.0,3182.0,43.44620426,38.95,2607,35.595303113052964,38.19440762576044,38.1944076258
NGC5016,198.0279,24.09499,4.4,SABb,1.2,1.58489336647576,13.39,44.8,2612.0,3177.0,43.3779355543,42.48,2609,35.6226105953031,46.34473105296542,46.344731053
IC4213,198.04649999999998,35.67015,5.8,Sc,1.4,2.511886293612277,13.90,86.5,815.0,1100.0,15.0191152376,19.77,815,11.127799016930636,20.13723789977578,20.1372378998
NGC5023,198.04905,44.03806,5.9,Sc,1.79,6.165949477018448,12.81,90.0,407.0,524.0,7.15456034954,9.5,407,5.557072637902785,6.576575947363263,6.57657594736
NGC5010,198.10965,-15.7979,-1.0,S0-a,1.0,1.0,14.43,47.0,2975.0,3106.0,42.4085199345,,2957,40.374112506826854,,42.4085199345
NGC5033,198.36464999999998,36.59371,5.1,Sc,1.99,9.772372424151222,10.70,64.6,875.0,1257.0,17.1627525942,18.77,876,11.9606772255598,14.723132525063031,14.7231325251
NGC5055,198.9555,42.02922,4.0,Sbc,2.07,11.74897374341178,9.32,54.9,484.0,608.0,8.30147460404,8.21,508,6.9361004915346784,9.036501563350297,9.03650156335
UGC08333,198.97484999999998,25.43582,9.7,I,1.05,1.1220183311090417,,90.0,935.0,1226.0,16.7394866193,22.86,937,12.79355543418896,21.478293799130505,21.4782937991
NGC5103,200.1252,43.084,-2.0,S0,1.2,1.58489336647576,13.45,63.4,1273.0,1849.0,25.2457673403,,1290,17.613326051338063,,25.2457673403
UGC08412,200.7177,35.15493,5.9,Sc,1.01,1.0232929698100972,17.17,78.2,740.0,945.0,12.9027853632,,740,10.103768432550517,,12.9027853632
NGC5116,200.73165,26.98081,4.9,SBc,1.29,1.949844428490234,13.42,73.6,2891.0,3469.0,47.3648279629,44.94,2887,39.418350628072076,41.686927362111874,41.6869273621
NGC5117,200.73525,28.31645,5.7,SBc,1.19,1.5488168229767911,14.43,62.5,2382.0,2954.0,40.3331512835,37.69,2390,32.63244128891316,33.72872138550822,33.7287213855
NGC5119,201.00135,-12.27641,-2.0,S0,1.17,1.4791082420082973,14.29,90.0,2914.0,3132.0,42.7635172037,,2861,39.0633533588203,,42.7635172037
NGC5122,201.0615,-10.65422,-1.5,S0-a,1.06,1.14815347022194,14.27,33.3,2818.0,3058.0,41.7531403605,,2857,39.00873839432002,,41.7531403605
PGC046875,201.16335,-10.48849,9.0,S?,1.04,1.0964780998322172,,0.0,2773.0,3010.0,41.0977607865,,2772,37.84817039868923,,41.0977607865
NGC5145,201.30795,43.26725,2.0,SABa,1.27,1.8620870548831208,13.61,35.5,1225.0,1796.0,24.5221190606,39.35,1226,16.739486619333693,52.966341597734086,52.9663415977
NGC5128,201.36720000000003,-43.01812,-2.1,S0,2.41,25.70396290762566,7.78,47.3,547.0,312.0,4.25996723102,3.79,552,7.536865101037683,3.6812896070844525,3.68128960708
NGC5147,201.58169999999998,2.1008,7.9,SBd,1.17,1.4791082420082973,12.27,25.2,1088.0,1356.0,18.5144729656,21.6,1090,14.882577826324406,,21.6
NGC5194,202.46955,47.19515,4.0,Sbc,2.14,13.803845980358336,8.61,32.6,463.0,666.0,9.0933915893,7.92,461,6.29437465865647,8.590135516865445,8.59013551687
NGC5195,202.4976,47.26607,0.6,SBa,1.74,5.495408859250822,10.50,40.5,465.0,670.0,9.1480065538,7.92,472,6.444565811032222,7.5857777492195035,7.58577774922
NGC5240,203.97990000000001,35.58825,5.8,SBc,1.26,1.819700818650877,13.82,47.4,2234.0,2809.0,38.3533588203,45.63,2230,30.447842708902225,42.657963120955586,42.657963121
IC0902,204.0051,49.96076,3.0,Sb,1.34,2.1877617920945056,14.50,90.0,1618.0,2169.0,29.6149645003,30.84,1616,22.06444565811032,27.669410864221295,27.6694108642
NGC5236,204.25365000000002,-29.86556,5.0,Sc,2.13,13.489632380568446,7.82,14.1,513.0,294.0,4.01419989077,6.54,508,6.9361004915346784,4.8977888389924695,4.89778883899
NGC5248,204.38369999999998,8.885,4.0,SABb,1.61,4.073802912227076,10.88,56.4,1151.0,1674.0,22.8563626434,15.21,1154,15.756417258328776,11.967407205190822,11.9674072052
UGC08630,204.6033,33.11772,5.7,Sc,1.25,1.778279410038923,14.60,80.6,2438.0,3015.0,41.1660294921,29.0,2409,32.89186237028943,28.97346056284051,28.9734605628
UGC08662,205.32195,33.7726,5.9,Sc,1.16,1.4454396596536672,15.54,86.3,2022.0,2603.0,35.5406881486,32.84,2026,27.662479519388306,35.48135450617082,35.4813545062
NGC5273,205.5351,35.65444,-1.9,S0,1.36,2.290867728226077,12.53,58.3,1085.0,1648.0,22.5013653741,16.07,1084,14.800655379573998,17.060818944765384,17.0608189448
UGC08693,206.118,35.1927,4.2,Sbc,1.07,1.174897696838254,14.56,63.4,2438.0,3015.0,41.1660294921,42.47,2442,33.342435827416686,41.30476688814569,41.3047668881
NGC5290,206.32965,41.71242,4.0,Sbc,1.51,3.2359364982378263,13.29,80.5,2573.0,3136.0,42.8181321682,35.01,2560,34.953577280174756,32.96098077184549,32.9609807718
NGC5301,206.60265,46.10725,4.7,SBc,1.6,3.9810719240874812,13.34,90.0,1503.0,2071.0,28.27689787,23.01,1506,20.562534134352806,20.892969566796864,20.8929695668
NGC5300,207.0669,3.9508,5.2,SABc,1.45,2.818383240711117,13.06,50.8,1171.0,1583.0,21.613872201,20.16,1172,16.002184598580005,18.45014544055818,18.4501454406
UGC08756,207.6495,42.54143,1.2,Sa,1.19,1.5488168229767911,14.54,90.0,1354.0,1933.0,26.3926815948,33.14,1328,18.132168214090647,30.478930888386767,30.4789308884
NGC5334,208.22685,-1.11455,5.2,Sc,1.53,3.388441338170015,12.97,44.8,1386.0,1765.0,24.0988530857,32.62,1379,18.828509011469137,,32.62
NGC5347,208.3242,33.4908,2.0,Sab,1.21,1.6218102398133032,13.44,45.3,2335.0,2916.0,39.8143091207,27.3,2370,32.35936646641178,,27.3
NGC5350,208.3401,40.36394,3.6,Sbc,1.43,2.6915344788557576,12.28,54.1,2321.0,2891.0,39.4729655926,30.54,2318,31.649371927908224,27.669410864221295,27.6694108642
NGC5338,208.3605,5.20771,-2.0,S0,1.29,1.949844428490234,13.99,90.0,816.0,754.0,10.2949208083,12.8,808,11.032222829055158,12.705743730557067,12.7057437306
NGC5353,208.3614,40.28311,-2.0,S0,1.38,2.39883289268131,12.00,80.7,2325.0,2895.0,39.5275805571,29.8,2238,30.557072637902774,,29.8
NGC5354,208.3614,40.30323,-2.1,S0,1.48,3.019951853033241,12.34,90.0,2579.0,3148.0,42.9819770617,30.85,2564,35.00819224467502,,30.85
NGC5355,208.43984999999998,40.33868,-2.1,S0,1.06,1.14815347022194,14.04,62.7,2344.0,2914.0,39.7870016384,37.65,2350,32.08629164391042,,37.65
NGC5358,208.50164999999998,40.27736,-0.2,S0-a,1.05,1.1220183311090417,14.58,90.0,2412.0,2982.0,40.715456035,,2412,32.93282359366465,,40.715456035
NGC5348,208.5468,5.22723,3.8,SBbc,1.59,3.8904517489515147,14.18,90.0,1451.0,1930.0,26.3517203714,19.04,1451,19.811578372474056,15.922092445120962,15.9220924451
NGC5356,208.74345,5.33361,3.8,SABb,1.45,2.818383240711117,13.63,90.0,1374.0,1856.0,25.3413435281,25.54,1372,18.732932823593657,19.49844428490234,19.4984442849
NGC5360,208.91129999999998,4.98486,0.1,S0-a,1.04,1.0964780998322172,14.95,62.2,1171.0,1589.0,21.6957946477,22.9,1171,15.988530857454931,,22.9
NGC5363,209.03025,5.25471,0.4,S0-a,1.62,4.168693880473867,11.10,53.3,1139.0,1536.0,20.9721463681,22.4,1135,15.496996176952477,56.23413251903491,56.234132519
NGC5364,209.05005,5.01444,4.0,Sbc,1.58,3.8018943388944666,11.19,67.5,1241.0,1695.0,23.143091207,19.51,1239,16.916985253959574,15.631468051010932,15.631468051
UGC08857,209.11095,4.39665,1.0,Sa,1.1,1.2589254809065389,15.26,90.0,1091.0,1424.0,19.4429273621,,1116,15.237575095576181,,19.4429273621
NGC5398,210.34005,-33.06366,7.9,Sd,1.44,2.754229066221527,14.08,61.9,1219.0,1112.0,15.1829601311,8.63,1219,16.643910431458217,8.511377017774278,8.51137701777
NGC5457,210.8025,54.34906,6.0,SABc,2.38,23.988335511359207,8.36,16.1,241.0,455.0,6.21245221191,7.0,237,3.2359366466411794,7.112139009712344,7.11213900971
NGC5408,210.83805,-41.37709,9.9,IB,1.45,2.818383240711117,12.20,68.1,506.0,298.0,4.06881485527,4.98,507,6.922446750409611,5.321080536169621,5.32108053617
NGC5426,210.85365000000002,-6.06987,5.0,Sc,1.49,3.0902955003738914,12.71,69.7,2572.0,2899.0,39.5821955216,39.68,2577,35.1856908793009,,39.68
NGC5427,210.85875,-6.03059,5.0,SABc,1.56,3.6307800693276415,11.96,25.5,2618.0,2952.0,40.3058438012,33.75,2730,37.27471327143636,28.31389807240318,28.3138980724
NGC5474,211.25639999999999,53.66224,6.1,Sc,1.38,2.39883289268131,11.48,50.2,273.0,496.0,6.77225559803,6.14,255,3.4817039868924087,6.854881722627728,6.85488172263
NGC5477,211.3887,54.46096,8.8,Sm,1.04,1.0964780998322172,14.37,51.7,304.0,545.0,7.44128891316,7.29,315,4.300928454396504,6.76082856622264,6.76082856622
NGC5480,211.59,50.72514,5.0,Sc,1.22,1.6595870167669808,12.86,41.5,1856.0,2403.0,32.8099399235,28.63,1906,26.024030584380114,,28.63
SDSSJ140638.13+545947.6,211.65885,54.99658,5.0,S?,1.01,1.0232929698100972,16.42,58.7,,,,31.2,1837,25.081922446750394,,31.2
NGC5481,211.67175,50.72331,-3.9,E,1.25,1.778279410038923,13.28,64.0,1989.0,2533.0,34.5849262698,30.82,1898,25.914800655379565,,30.82
NGC5485,211.7973,55.00162,-2.1,S0,1.4,2.511886293612277,12.40,54.7,1927.0,2455.0,33.519934462,27.94,1904,25.996723102129977,25.703948796691975,25.7039487967
NGC5486,211.85399999999998,55.10301,8.7,Sm,1.13,1.348962867780606,14.23,61.1,1390.0,1925.0,26.2834516658,34.24,1382,18.86947023484434,,34.24
IC0976,212.1804,-1.16166,-1.4,S0-a,1.18,1.5135610656352623,14.05,90.0,1525.0,1893.0,25.8465319498,,1538,20.99945385035499,,25.8465319498
NGC5496,212.90865000000002,-1.16048,6.5,SBcd,1.43,2.6915344788557576,13.52,82.0,1541.0,1907.0,26.0376843255,23.63,1543,21.067722555980332,22.594362465280764,22.5943624653
ESO097-013,213.29129999999998,-65.339,3.3,Sb,1.94,8.70963704709875,12.01,64.3,434.0,213.0,2.90824685964,4.21,435,5.939377389404696,4.2072669859936385,4.20726698599
NGC5506,213.31185,-3.20762,1.2,Sa,1.46,2.8840317564502844,12.81,90.0,1853.0,2187.0,29.8607318405,23.83,1819,24.836155106499174,,23.83
NGC5507,213.33284999999998,-3.1489,-2.3,S0,1.2,1.58489336647576,13.43,90.0,1851.0,2186.0,29.8470780994,34.3,1831,24.999999999999982,,34.3
NGC5529,213.89205,36.22674,5.2,Sc,1.76,5.754399247009779,12.77,90.0,2875.0,3457.0,47.2009830694,44.13,2878,39.29546695794645,44.46315135151808,44.4631513515
NGC5560,215.0205,3.99192,3.0,SBb,1.54,3.4673681999632944,13.18,90.0,1729.0,2163.0,29.5330420535,20.57,1731,23.63462588749317,,20.57
NGC5566,215.08275,3.93335,1.6,SBab,1.73,5.370318199557904,11.42,75.6,1507.0,1940.0,26.4882577826,21.2,1546,21.10868377935554,20.13723789977578,20.1372378998
NGC5569,215.13375,3.9831,5.8,SABc,1.05,1.1220183311090417,15.12,39.4,1780.0,2214.0,30.2293828509,17.4,1779,24.29000546149645,17.378018209265857,17.3780182093
NGC5582,215.17964999999998,39.69358,-4.9,E,1.34,2.1877617920945056,12.50,90.0,1430.0,2012.0,27.4713271436,29.8,1436,19.60677225559802,28.183816934781422,28.1838169348
NGC5574,215.23319999999998,3.23793,-2.8,E-S0,1.12,1.3182567530303144,13.29,65.6,1589.0,2013.0,27.4849808848,24.02,1624,22.17367558711086,23.659200923332683,23.6592009233
NGC5576,215.26545,3.27103,-4.8,E,1.45,2.818383240711117,11.79,90.0,1506.0,1930.0,26.3517203714,20.32,1507,20.576187875477874,25.234777136558645,25.2347771366
NGC5577,215.3046,3.43581,3.8,Sbc,1.46,2.8840317564502844,13.54,84.2,1489.0,1915.0,26.1469142545,23.23,1489,20.330420535226644,19.230913741825248,19.2309137418
NGC5584,215.59905,-0.38759,6.0,SABc,1.5,3.1622776601683795,12.73,42.4,1638.0,2013.0,27.4849808848,23.24,1649,22.51501911523757,28.183816934781422,28.1838169348
UGC09242,216.33780000000002,39.53941,6.6,Scd,1.62,4.168693880473867,14.12,90.0,1462.0,2043.0,27.8945931185,20.48,1466,20.01638448935007,24.32204884984253,24.3220488498
UGC09299,217.39425,-0.01807,6.4,SABc,1.23,1.698243727045763,14.57,69.6,1539.0,1917.0,26.1742217368,30.26,1550,21.163298743855805,29.241561278228996,29.2415612782
NGC5636,217.41255,3.26629,-0.4,S0-a,1.14,1.3803842191347617,13.85,55.6,1745.0,2169.0,29.6149645003,,1652,22.555980338612773,,29.6149645003
NGC5638,217.4184,3.2333,-4.8,E,1.29,1.949844428490234,12.16,39.7,1676.0,2099.0,28.6592026215,24.01,1657,22.62424904423811,26.0615574759149,26.0615574759
UGC09310,217.50465,3.22049,8.0,SBd,1.28,1.9054605924362857,15.13,90.0,1846.0,2272.0,31.0212998362,30.2,1848,25.232113599126144,,30.2
NGC5667,217.5954,59.46974,6.0,SBc,1.21,1.6218102398133032,13.27,61.3,1943.0,2450.0,33.4516657564,,2019,27.566903331512815,,33.4516657564
NGC5645,217.66424999999998,7.27499,6.6,SBcd,1.3,1.9952620958974432,12.90,58.6,1370.0,1828.0,24.9590387766,19.25,1366,18.65101037684325,14.927953143214907,14.9279531432
NGC5658,218.11875,0.29404,-1.6,S0,1.25,1.778279410038923,14.65,90.0,,,,28.2,1616,22.06444565811032,23.120639575312335,23.1206395753
NGC5669,218.1825,9.89128,6.0,SABc,1.41,2.5703955852157847,12.97,56.8,1368.0,1851.0,25.2730748225,22.49,1374,18.76024030584379,14.655474676423996,14.6554746764
NGC5668,218.35125,4.45033,6.9,Scd,1.28,1.9054605924362857,12.25,33.0,1577.0,2011.0,27.4576734025,26.9,1583,21.613872200983064,,26.9
NGC5689,218.8737,48.74147,0.4,S0-a,1.56,3.6307800693276415,12.74,90.0,2160.0,2710.0,37.0016384489,35.6,2168,29.601310759147985,,35.6
UGC09392,218.952,3.0384,10.0,I,1.02,1.0471285020627683,18.52,90.0,1782.0,2205.0,30.1064991808,,1788,24.41288913162206,,30.1064991808
NGC5693,219.04665,48.58492,6.9,Scd,1.2,1.58489336647576,14.23,47.7,2281.0,2830.0,38.6400873839,,2284,31.185144729655914,,38.6400873839
UGC09426,219.3717,48.62366,9.8,IAB,1.02,1.0471285020627683,16.25,58.6,2311.0,2859.0,39.0360458766,36.9,2309,31.526488257782614,,36.9
NGC5690,219.42104999999998,2.2909,5.4,Sc,1.5,3.1622776601683795,12.48,75.7,1753.0,2166.0,29.5740032769,20.66,1754,23.948661933369735,19.49844428490234,19.4984442849
NGC5691,219.4722,-0.39882,1.2,SABa,1.27,1.8620870548831208,12.90,44.0,1870.0,2254.0,30.7755324959,30.2,1923,26.25614418350627,,30.2
NGC5701,219.79604999999998,5.36329,-0.4,S0-a,1.3,1.9952620958974432,12.08,40.6,1505.0,1946.0,26.5701802294,26.1,1506,20.562534134352806,,26.1
NGC5705,219.95745000000002,-0.71837,6.5,SBcd,1.13,1.348962867780606,14.19,65.5,1758.0,2134.0,29.1370835609,26.09,1761,24.04423812124522,20.892969566796864,20.8929695668
NGC5713,220.0479,-0.28904,4.0,SABb,1.39,2.4547088348300035,11.62,48.2,1899.0,2286.0,31.2124522119,21.41,1952,26.652102676133246,13.74042011219889,13.7404201122
NGC5719,220.2348,-0.31808,2.4,SABa,1.49,3.0902955003738914,13.27,71.1,1733.0,2113.0,28.8503549973,26.19,1733,23.661933369743306,26.42408339541377,26.4240833954
UGC09470,220.45274999999998,0.68694,7.9,SBd,1.07,1.174897696838254,15.12,71.4,1886.0,2286.0,31.2124522119,,1886,25.750955761878743,,31.2124522119
NGC5728,220.5996,-17.25301,1.2,Sa,1.5,3.1622776601683795,12.23,59.1,2804.0,3000.0,40.9612233752,30.48,2789,38.080283997815386,27.79714830388227,27.7971483039
UGC09482,220.69575,0.66174,6.6,Scd,1.09,1.2302688653672373,15.58,87.6,1833.0,2230.0,30.4478427089,44.22,1825,24.918077553249585,39.264524234840216,39.2645242348
NGC5740,221.1018,1.67975,3.0,SABb,1.43,2.6915344788557576,12.60,63.9,1572.0,1971.0,26.9115237575,28.99,1568,21.409066084107028,29.241561278228996,29.2415612782
NGC5746,221.23335,1.95472,3.0,SABb,1.86,7.24435983937001,11.34,90.0,1724.0,2133.0,29.1234298198,29.79,1708,23.320589841616588,27.039593616369412,27.0395936164
NGC5750,221.5464,-0.22296,0.4,S0-a,1.42,2.630267731982223,12.55,66.5,1687.0,2068.0,28.2359366466,29.7,1661,22.678864008738383,,29.7
NGC5777,222.8244,58.97809,3.2,Sb,1.47,2.9512094210846427,14.17,90.0,2145.0,2649.0,36.1687602403,44.49,2148,29.328235936646628,42.85484902836273,42.8548490284
NGC5866,226.62315,55.7633,-1.2,S0-a,1.8,6.309572752037223,10.73,90.0,755.0,1229.0,16.7804478427,12.25,674,9.20262151829601,14.454392628956644,14.454392629
NGC5850,226.78185000000002,1.54465,3.1,Sb,1.52,3.3113110693986716,11.89,46.9,2556.0,3034.0,41.4254505735,20.1,2547,34.77607864554887,,20.1
NGC5899,228.76364999999998,42.0498,5.3,Sc,1.32,2.089296383189619,12.56,68.9,2562.0,3127.0,42.6952484981,39.95,2588,35.335882031676675,42.657963120955586,42.657963121
NGC5907,228.9735,56.32891,5.3,SABc,2.05,11.220183311090416,11.06,90.0,667.0,1121.0,15.3058438012,15.91,667,9.107045330420533,17.218688169750934,17.2186881698
NGC5953,233.63505,15.19381,0.0,S0-a,1.17,1.4791082420082973,12.99,44.0,1965.0,2501.0,34.1480065538,27.06,1970,26.897870016384477,,27.06
NGC5954,233.646,15.19939,6.0,SABc,1.01,1.0232929698100972,12.81,63.5,1959.0,2495.0,34.066084107,32.1,1918,26.18787547788092,,32.1
NGC6143,245.42625,55.08582,4.0,SABb,1.04,1.0964780998322172,14.49,27.0,5310.0,5755.0,78.5772801748,,1594,21.76406335335881,,78.5772801748
NGC6221,253.1922,-59.21777,4.9,Sc,1.69,4.89778883899247,10.73,50.9,1499.0,1412.0,19.2790824686,11.95,1484,20.262151829601297,11.066229480396931,11.0662294804
NGC6300,259.24739999999997,-62.8202,3.1,SBb,1.73,5.370318199557904,10.96,53.2,1109.0,1023.0,13.9677771709,13.87,1109,15.1419989077007,10.715186464071413,10.7151864641
UGC10854,261.19335,58.20573,6.0,Sc,1.03,1.0715192346486087,15.81,64.1,2813.0,3255.0,44.4429273621,48.7,2817,38.46258874931729,49.43109648659221,49.4310964866
NGC6673,281.27610000000004,-62.29723,-3.8,E,1.42,2.630267731982223,12.53,90.0,1171.0,1130.0,15.4287274713,13.83,1151,15.715456034953572,10.76465374370115,10.7646537437
NGC6703,281.82855,45.55056,-2.8,E-S0,1.39,2.4547088348300035,12.38,13.4,2373.0,2797.0,38.1895139268,26.17,2315,31.60841070453304,26.42408339541377,26.4240833954
NGC6798,291.01335,53.62475,-1.9,S0,1.25,1.778279410038923,14.33,90.0,2360.0,2735.0,37.3429819771,,2390,32.63244128891316,,37.3429819771
NGC6814,295.6692,-10.3237,4.0,SABb,1.49,3.0902955003738914,12.10,85.6,1563.0,1872.0,25.5598033861,22.8,1563,21.340797378481703,,22.8
NGC6822,296.2374,-14.80034,9.8,IB,2.24,17.378008669100268,9.34,16.9,-57.0,80.0,1.09229929001,0.5,-58,,0.46131761102891233,0.461317611029
NGC6946,308.71905,60.15361,5.9,SABc,2.06,11.4815347022194,9.75,18.3,40.0,401.0,5.47515019115,5.61,46,0.6280720917531404,6.729767626859539,6.72976762686
PGC065367,311.7156,-12.84767,9.9,IB,1.33,2.1379623007676005,14.27,72.0,-141.0,11.0,0.150191152376,2.17,-142,,0.9727470358026956,0.972747035803
NGC7090,324.12045,-54.55761,5.0,Sc,1.91,8.128304536923304,11.31,90.0,847.0,840.0,11.4691425451,8.23,851,11.61933369743309,9.506041089734111,9.50604108973
NGC7172,330.50744999999995,-31.87015,0.6,Sa,1.44,2.754229066221527,12.84,52.9,2603.0,2743.0,37.4522119061,33.9,2600,35.499726925177484,,33.9
NGC7213,332.31764999999996,-47.16684,0.9,Sa,1.69,4.89778883899247,10.98,39.1,1750.0,1820.0,24.8498088476,22.0,1763,24.071545603495352,30.199551688157573,30.1995516882
ESO289-020,335.29875,-45.67673,4.6,Sc,1.1,1.2589254809065389,15.62,90.0,911.0,932.0,12.7252867286,,933,12.738940469688695,,12.7252867286
ESO405-014,335.69579999999996,-34.83391,6.1,Sc,1.11,1.288249594126457,16.30,90.0,,,,,2698,36.83779355543417,,36.8377935554
PGC166755,337.308,75.36707,5.0,Sc,1.1,1.2589254809065389,15.97,63.7,2445.0,2700.0,36.8651010377,31.5,2445,33.3833970507919,31.477493647546325,31.4774936475
NGC7314,338.94165,-26.0505,4.0,SABb,1.62,4.168693880473867,11.60,69.8,1428.0,1518.0,20.7263790279,18.17,1427,19.483888585472418,15.776111034128496,15.7761110341
NGC7320,339.01425,33.94816,6.6,Scd,1.41,2.5703955852157847,13.21,57.9,786.0,1024.0,13.9814309121,14.43,777,10.608956854178041,,14.43
