objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best
NGC4179,183.21705,1.29967,-1.9,S0,1.65,4.466835676289697,11.84,90.0,1300.0,1917.0,26.1742217368,18.4,1262,17.23102129983615,,18.4
NGC4180,183.2625,7.03875,2.0,Sab,1.16,1.4454396596536672,13.32,79.6,2096.0,1004.0,13.7083560896,39.23,2233,30.48880393227743,34.994528690662214,34.9945286907
NGC4183,183.3204,43.69854,5.8,Sc,1.63,4.265795141179281,12.84,90.0,930.0,1362.0,18.5963954123,17.64,920,12.561441835062805,16.672476811764433,16.6724768118
NGC4189,183.44699999999997,13.42476,6.0,Sc,1.34,2.1877617920945056,12.58,35.9,2115.0,1022.0,13.9541234298,28.52,2107,28.76843255051884,22.69864572755583,22.6986457276
NGC4192,183.4512,14.89996,2.6,SABb,2.04,10.964780998322171,10.85,90.0,-142.0,-214.0,-2.92190060076,15.44,-114,,12.705743730557067,12.7057437306
NGC4191,183.4599,7.20089,-1.8,S0,1.18,1.5135610656352623,13.61,41.3,2646.0,3102.0,42.35390497,45.1,2626,35.854724194429245,,45.1
NGC4193,183.47325,13.17282,4.1,SABb,1.35,2.238721261469447,13.19,66.8,2480.0,2972.0,40.5789186237,37.33,2467,33.68377935554339,35.97491329210686,35.9749132921
PGC039052,183.50925,6.72318,4.2,Sbc,1.05,1.1220183311090417,15.00,68.3,2444.0,2888.0,39.4320043692,,2426,33.1239759694156,,39.4320043692
NGC4194,183.54000000000002,54.52654,9.5,IB,1.22,1.6595870167669808,12.95,52.6,2501.0,2981.0,40.7018022938,39.1,2464,33.64281813216819,,39.1
UGC07249,183.65519999999998,12.81241,9.5,I,1.11,1.288249594126457,15.48,90.0,622.0,1020.0,13.9268159476,24.63,605,8.2605133806663,27.415724380914444,27.4157243809
NGC4197,183.66045,5.80529,6.7,Scd,1.45,2.818383240711117,13.47,78.2,2064.0,1000.0,13.6537411251,28.48,2085,28.46805024576733,25.003440000406385,25.0034400004
NGC4200,183.68415,12.18073,-2.0,S0,1.16,1.4454396596536672,13.91,64.6,2376.0,2861.0,39.0633533588,24.2,2342,31.977061714909865,24.210280685229964,24.2102806852
IC3059,183.72945,13.46058,9.8,IB,1.23,1.698243727045763,14.79,38.9,258.0,118.0,1.61114145276,,260,3.5499726925177497,23.76839889954899,23.7683988995
IC3061,183.76875,14.02874,5.2,SBc,1.35,2.238721261469447,14.32,90.0,2316.0,2813.0,38.4079737848,42.99,2317,31.635718186783166,41.11495730370899,41.1149573037
NGC4203,183.77085,33.19722,-2.7,E-S0,1.53,3.388441338170015,11.72,90.0,1086.0,1634.0,22.3102129984,18.72,1083,14.787001638448928,14.996835972663316,14.9968359727
IC3065,183.8025,14.43287,-2.4,S0,1.09,1.2302688653672373,14.35,54.6,993.0,1024.0,13.9814309121,17.15,993,13.558164937192787,16.21810239813303,16.2181023981
NGC4206,183.82005,13.02386,4.0,Sbc,1.67,4.677350950673763,12.85,90.0,702.0,1021.0,13.9404696887,20.16,702,9.584926269797922,18.87991448597198,18.879914486
NGC4207,183.87705000000003,9.58488,9.3,Sm,1.18,1.5135610656352623,13.51,70.5,596.0,295.0,4.0278536319,16.57,609,8.315128345166576,18.030179150677203,18.0301791507
NGC4214,183.9135,36.32704,9.8,I,1.83,6.760830421999572,10.21,43.7,291.0,274.0,3.74112506827,3.3,292,3.986892408519934,2.9785162724554497,2.97851627246
NGC4212,183.91395,13.90135,4.9,Sc,1.45,2.818383240711117,11.78,54.5,-81.0,-161.0,-2.19825232114,17.96,-86,,16.904397140858133,16.9043971409
NGC4217,183.96225,47.0919,3.1,Sb,1.73,5.370318199557904,12.05,81.0,1027.0,1516.0,20.6990715456,19.37,1000,13.653741125068263,18.535321606813206,18.5353216068
NGC4216,183.97635000000002,13.14958,3.0,SABb,1.89,7.762470910600872,10.95,90.0,131.0,18.0,0.245767340251,16.59,133,1.8159475696340797,13.80385355838289,13.8038535584
NGC4215,183.9771,6.40111,-0.9,S0-a,1.23,1.698243727045763,13.01,90.0,2011.0,1002.0,13.6810486073,28.9,2070,28.263244128891294,22.69864572755583,22.6986457276
IC3077,183.98475000000002,14.43285,6.8,Scd,1.03,1.0715192346486087,15.01,47.6,1411.0,1024.0,13.9814309121,9.12,1412,19.279082468596386,,9.12
NGC4222,184.0941,13.30724,6.6,Scd,1.45,2.818383240711117,13.90,90.0,230.0,97.0,1.32441288913,23.35,230,3.1403604587657012,19.769696574769,19.7696965748
NGC4224,184.14075,7.46214,1.0,Sa,1.46,2.8840317564502844,12.89,75.8,2603.0,3060.0,41.7804478427,47.25,2586,35.308574549426524,57.8096159117374,57.8096159117
NGC4236,184.17525,69.46257,8.0,SBd,2.37,23.442281975923816,10.05,90.0,0.0,191.0,2.60786455489,3.87,-1,,4.405549176821657,4.40554917682
IC3096,184.2183,14.51493,-1.0,S0-a,1.05,1.1220183311090417,14.78,90.0,1208.0,1024.0,13.9814309121,,1264,17.258328782086284,,13.9814309121
IC3100,184.27304999999998,12.28978,-1.0,S0-a,1.15,1.4125374670774022,15.02,90.0,533.0,279.0,3.80939377389,,402,5.488803932277444,,3.80939377389
NGC4233,184.28205,7.62438,-2.0,S0,1.37,2.344228841058573,12.99,90.0,2306.0,2757.0,37.6433642818,35.9,2275,31.062261059530293,32.96098077184549,32.9609807718
NGC4234,184.28820000000002,3.68315,8.8,Sm,1.06,1.14815347022194,13.43,17.2,2027.0,992.0,13.5445111961,32.9,2016,27.52594210813761,,32.9
IC3099,184.2885,12.45382,6.1,Sc,1.27,1.8620870548831208,14.86,90.0,2132.0,1019.0,13.9131622064,35.69,2123,28.98689240851992,34.51434452681622,34.5143445268
NGC4235,184.2912,7.19157,1.0,Sa,1.64,4.36515817861883,12.61,90.0,2410.0,2859.0,39.0360458766,24.97,2423,33.08301474604039,18.706834877448046,18.7068348774
NGC4237,184.2975,15.3239,4.0,SABb,1.26,1.819700818650877,12.38,51.7,867.0,1026.0,14.0087383943,20.27,864,11.796832332058983,19.588438476260592,19.5884384763
NGC4239,184.31220000000002,16.53137,-4.6,E,1.13,1.348962867780606,13.69,90.0,940.0,1029.0,14.0496996177,17.4,908,12.39759694156198,,17.4
IC3102,184.35735,6.68993,-0.9,S0-a,1.31,2.0417376756604138,13.02,59.5,2235.0,1002.0,13.6810486073,28.0,2226,30.393227744401955,,28.0
SDSSJ121727.85+071937.6,184.3659,7.32688,,,1.16,1.4454396596536672,17.76,90.0,,,,13.8,2202,30.065537957400316,,13.8
NGC4244,184.37295,37.80716,6.0,Sc,2.21,16.21810239813303,10.46,65.4,244.0,242.0,3.30420535227,4.34,245,3.3451665756417257,4.345102356213485,4.34510235621
IC3105,184.39020000000002,12.38736,9.8,I,1.19,1.5488168229767911,14.76,90.0,-164.0,-240.0,-3.27689787002,14.1,-155,,14.125378548042052,14.125378548
UGC07321,184.3914,22.54026,6.6,Scd,1.68,4.786300345159036,14.09,90.0,408.0,264.0,3.60458765702,17.88,412,5.625341343528125,23.33458226251521,23.3345822625
IC3115,184.4994,6.65409,5.5,Sc,1.17,1.4791082420082973,13.77,46.4,733.0,1002.0,13.6810486073,18.61,734,10.021845985800105,24.434306170807996,24.4343061708
NGC4251,184.5348,28.17526,-1.8,S0,1.37,2.344228841058573,11.63,74.3,1066.0,1624.0,22.1736755871,14.73,1069,14.595849262697975,19.408863549393978,19.4088635494
NGC4252,184.62869999999998,5.55947,3.1,Sb,1.08,1.20226455342066,14.88,75.9,863.0,998.0,13.6264336428,,876,11.9606772255598,21.77711264358982,21.7771126436
IC3104,184.69199999999998,-79.72593,9.9,IB,1.38,2.39883289268131,13.66,67.1,429.0,199.0,2.71709448389,2.45,429,5.857454942654287,2.355050462996259,2.355050463
NGC4254,184.70655,14.41641,5.2,Sc,1.7,5.011872886555352,10.41,20.1,2407.0,2908.0,39.7050791917,15.64,2409,32.89186237028943,12.88248533293805,12.8824853329
IC3131,184.7118,7.86164,-5.0,E,1.0,1.0,14.36,15.3,1596.0,1006.0,13.7356635718,,1741,23.771163298743843,,13.7356635718
NGC4255,184.73415,4.78592,-1.9,S0,1.13,1.348962867780606,13.54,90.0,1995.0,996.0,13.5991261606,30.5,1977,26.993446204259953,28.707817923917503,28.7078179239
NGC4258,184.74,47.30388,4.0,SABb,2.23,16.982437270457634,9.12,68.3,448.0,581.0,7.93282359366,7.4,454,6.198798470780993,7.6207895647463975,7.62078956475
NGC4259,184.8426,5.37637,-1.9,S0,1.01,1.0232929698100972,14.60,90.0,2497.0,2932.0,40.0327689787,57.0,2475,33.793009284543956,57.01637013539858,57.0163701354
NGC4260,184.84275000000002,6.0987,1.0,SBa,1.4,2.511886293612277,12.69,70.3,1958.0,1000.0,13.6537411251,38.32,1800,24.57673402512287,36.30780069327641,36.3078006933
NGC4261,184.8459,5.82504,-4.8,E,1.63,4.265795141179281,11.35,56.1,2212.0,999.0,13.6400873839,29.91,2222,30.33861277990168,31.768730102752325,31.7687301028
NGC4262,184.87754999999999,14.87758,-2.7,E-S0,1.24,1.7378008669100269,12.40,34.3,1359.0,1025.0,13.9950846532,19.67,1366,18.65101037684325,15.27566111908588,15.2756611191
NGC4266,184.92615,5.5383,1.1,SBa,1.3,1.9952620958974432,14.55,90.0,1536.0,998.0,13.6264336428,,1536,20.972146368104855,,13.6264336428
NGC4267,184.9389,12.79842,-2.7,E-S0,1.41,2.5703955852157847,11.84,57.5,1021.0,1019.0,13.9131622064,16.89,983,13.421627525942103,15.631468051010932,15.631468051
NGC4268,184.9467,5.28371,-0.3,S0-a,1.18,1.5135610656352623,13.79,78.8,2034.0,997.0,13.6127799017,30.17,2018,27.55324959038776,,30.17
NGC4269,184.95495,6.01492,-1.0,S0-a,1.08,1.20226455342066,13.72,45.4,2074.0,999.0,13.6400873839,,2074,28.317859093391572,,13.6400873839
NGC4270,184.95585,5.46349,-2.0,S0,1.27,1.8620870548831208,13.10,90.0,2331.0,2763.0,37.7252867286,24.93,2364,32.27744401966138,,24.93
NGC4273,184.98344999999998,5.34385,5.2,Sc,1.34,2.1877617920945056,12.31,26.9,2378.0,2809.0,38.3533588203,32.41,2381,32.50955761878753,27.925444789854247,27.9254447899
IC0781,185.0136,14.9615,-3.6,E,1.11,1.288249594126457,14.42,21.8,1364.0,1025.0,13.9950846532,,1356,18.51447296559256,,13.9950846532
NGC4276,185.0313,7.69177,7.6,SABd,1.13,1.348962867780606,13.48,30.7,2618.0,3080.0,42.0535226652,,2618,35.74549426542871,27.542290662215265,27.5422906622
UGC07387,185.07240000000002,4.20161,6.7,Scd,1.3,1.9952620958974432,15.12,90.0,1734.0,993.0,13.5581649372,44.78,1733,23.661933369743306,38.19440762576044,38.1944076258
IC3167,185.07825,9.54537,-1.0,S0-a,1.13,1.348962867780606,14.75,64.2,2024.0,1010.0,13.7902785363,,1876,25.614418350628064,,13.7902785363
PGC039799,185.08845000000002,0.36679,9.1,Sm,1.06,1.14815347022194,15.53,90.0,894.0,463.0,6.32168214091,,900,12.28836701256144,,6.32168214091
NGC4281,185.08964999999998,5.38642,-1.4,S0-a,1.46,2.8840317564502844,12.30,74.6,2671.0,3116.0,42.5450573457,30.75,2728,37.247405789186224,24.434306170807996,24.4343061708
UGC07396,185.14065,0.78815,7.6,SBd,1.17,1.4791082420082973,14.91,90.0,2109.0,2489.0,33.9841616603,,2120,28.94593118514472,,33.9841616603
NGC4287,185.202,5.63985,3.4,Sb,1.09,1.2302688653672373,14.85,78.2,2155.0,998.0,13.6264336428,28.5,2138,29.19169852539594,28.575895644705046,28.5758956447
NGC4289,185.25945000000002,3.72208,5.7,Sc,1.63,4.265795141179281,14.54,90.0,2618.0,3044.0,41.5619879847,42.11,2615,35.7045330420535,45.08169975684526,45.0816997568
NGC4292,185.3187,4.59563,-2.0,S0,1.21,1.6218102398133032,13.20,55.1,2258.0,994.0,13.5718186783,20.05,2260,30.85745494265428,9.46236795662931,9.46236795663
NGC4294,185.3244,11.51048,5.8,SBc,1.43,2.6915344788557576,12.35,70.2,355.0,182.0,2.48498088476,18.14,338,4.614964500273074,15.488168229767911,15.4881682298
NGC4298,185.38665,14.6061,5.2,Sc,1.4,2.511886293612277,12.06,58.4,1135.0,1024.0,13.9814309121,15.97,1130,15.428727471327138,16.672476811764433,16.6724768118
UGC07411,185.3919,4.77947,0.3,S0-a,1.06,1.14815347022194,14.77,75.3,2157.0,995.0,13.5854724194,,2122,28.973238667394842,,13.5854724194
IC0782,185.40404999999998,5.76573,2.1,SBab,1.06,1.14815347022194,14.50,59.7,2424.0,2862.0,39.0770070999,,2425,33.11032222829054,,39.0770070999
IC0783,185.41155,15.74513,-0.2,S0-a,1.09,1.2302688653672373,14.73,25.7,1267.0,1026.0,14.0087383943,18.3,1269,17.326597487711624,,18.3
NGC4299,185.41845,11.50228,8.5,SABm,1.17,1.4791082420082973,12.70,22.9,237.0,98.0,1.33806663026,16.8,242,3.304205352266521,19.769696574769,19.7696965748
NGC4300,185.4228,5.38478,1.0,Sa,1.25,1.778279410038923,13.73,76.0,2310.0,2741.0,37.4249044238,,2270,30.99399235390496,,37.4249044238
NGC4302,185.4264,14.59814,5.4,Sc,1.78,6.025595463792472,12.52,90.0,1149.0,1024.0,13.9814309121,20.95,1126,15.37411250682686,14.32188352148532,14.3218835215
UGC07422,185.50545,5.10031,2.5,SBb,1.05,1.1220183311090417,14.93,72.7,1860.0,996.0,13.5991261606,,1876,25.614418350628064,,13.5991261606
NGC4305,185.51505,12.74088,1.1,Sa,1.36,2.290867728226077,13.31,64.5,1888.0,1019.0,13.9131622064,,1922,26.2424904423812,41.686927362111874,41.6869273621
NGC4306,185.51700000000002,12.7875,-2.0,S0,1.17,1.4791082420082973,13.79,53.0,1981.0,1019.0,13.9131622064,,1520,20.753686510103755,,13.9131622064
NGC4307,185.5233,9.04361,3.2,Sb,1.54,3.4673681999632944,12.80,90.0,1092.0,1008.0,13.7629710541,22.21,1058,14.445658110322222,23.33458226251521,23.3345822625
PGC040045,185.5317,15.79918,8.0,Sd,1.05,1.1220183311090417,15.92,46.9,1299.0,1026.0,14.0087383943,8.91,1299,17.736209721463677,9.289662480645436,9.28966248065
NGC4309,185.5515,7.14431,-0.9,S0-a,1.29,1.949844428490234,13.79,75.2,869.0,1003.0,13.6947023484,,1048,14.309120699071537,26.668593906901698,26.6685939069
UGC07436,185.58135,14.76082,-2.2,S0,1.09,1.2302688653672373,14.77,71.8,985.0,1024.0,13.9814309121,16.04,983,13.421627525942103,15.559653172622442,15.5596531726
PGC040074,185.5902,10.60132,-5.0,E,1.02,1.0471285020627683,15.78,90.0,2067.0,1013.0,13.8312397597,,2071,28.276897870016377,,13.8312397597
NGC4303A,185.613,4.56615,6.4,Sc,1.05,1.1220183311090417,13.44,16.0,1273.0,994.0,13.5718186783,,1280,17.476788640087374,,13.5718186783
NGC4312,185.63055,15.53786,2.0,Sab,1.7,5.011872886555352,12.53,90.0,153.0,48.0,0.655379574003,10.7,152,2.075368651010377,10.0,10.0
NGC4313,185.66055,11.80084,2.1,Sab,1.58,3.8018943388944666,12.61,90.0,1443.0,1016.0,13.8722009831,14.62,1437,19.620425996723093,12.246170382815807,12.2461703828
NGC4316,185.676,9.33255,5.6,Sc,1.39,2.4547088348300035,13.66,81.8,1250.0,1009.0,13.7766247952,27.51,1252,17.094483888585465,26.42408339541377,26.4240833954
IC3229,185.71995,6.67984,4.0,Sbc,1.09,1.2302688653672373,15.17,75.6,1540.0,1001.0,13.6673948662,,1544,21.08137629710539,24.32204884984253,24.3220488498
NGC4321,185.72820000000002,15.82189,4.1,SABb,1.79,6.165949477018448,10.02,23.4,1571.0,1026.0,14.0087383943,16.41,1574,21.49098853085745,15.922092445120962,15.9220924451
NGC4322,185.75715,15.90558,-2.2,S0,1.09,1.2302688653672373,14.96,68.5,,,,14.1,1821,24.86346258874931,,14.1
NGC4324,185.77575,5.25049,-0.9,S0-a,1.47,2.9512094210846427,12.51,90.0,1665.0,996.0,13.5991261606,29.77,1656,22.610595303113044,17.298160249443285,17.2981602494
NGC4330,185.82075,11.36754,6.1,Sc,1.36,2.290867728226077,13.14,78.8,1563.0,1015.0,13.8585472419,19.61,1642,22.419442927362088,18.706834877448046,18.7068348774
NGC4328,185.83335,15.82048,-3.1,E-S0,1.2,1.58489336647576,14.19,49.2,479.0,268.0,3.65920262152,20.2,479,6.540141998907698,,20.2
NGC4339,185.8956,6.08169,-4.7,E,1.37,2.344228841058573,12.30,25.3,1266.0,999.0,13.6400873839,16.68,1293,17.65428727471326,16.292956319264338,16.2929563193
NGC4340,185.89710000000002,16.72246,-1.2,S0-a,1.45,2.818383240711117,12.10,58.7,933.0,1028.0,14.0360458766,15.64,950,12.971054068814853,14.655474676423996,14.6554746764
NGC4343,185.9112,6.95406,3.0,Sb,1.28,1.9054605924362857,13.75,0.0,1014.0,1002.0,13.6810486073,26.95,997,13.612779901693058,21.978599113953553,21.978599114
NGC4342,185.91255,7.05392,-3.3,E-S0,1.1,1.2589254809065389,13.46,90.0,761.0,1002.0,13.6810486073,16.8,751,10.25395958492627,,16.8
IC3258,185.93535,12.47781,9.7,IB,1.13,1.348962867780606,13.66,40.8,-437.0,-488.0,-6.66302566903,14.8,-430,,12.823314048963352,12.823314049
IC3259,185.95215000000002,7.18627,7.9,SABd,1.21,1.6218102398133032,14.30,71.4,1406.0,1002.0,13.6810486073,19.0,1414,19.306389950846523,17.139581204692714,17.1395812047
NGC4341,185.97285,7.10722,-2.0,S0,1.22,1.6595870167669808,13.43,90.0,922.0,1002.0,13.6810486073,,915,12.49317312943746,,13.6810486073
NGC4350,185.99085,16.69347,-1.8,S0,1.45,2.818383240711117,11.86,82.2,1210.0,1028.0,14.0360458766,16.92,1246,17.012561441835054,14.859354073517279,14.8593540735
NGC4353,185.99955,7.78444,9.9,IB,1.02,1.0471285020627683,14.28,44.5,1124.0,1004.0,13.7083560896,28.6,1120,15.292190060076459,28.575895644705046,28.5758956447
NGC4351,186.006,12.2046,2.5,SBab,1.2,1.58489336647576,12.90,37.4,2299.0,1017.0,13.8858547242,25.11,2303,31.444565811032213,12.473827034548814,12.4738270345
NGC4352,186.02085,11.21806,-2.0,S0,1.22,1.6595870167669808,13.55,90.0,2070.0,1014.0,13.8448935008,19.0,2083,28.440742763517196,18.45014544055818,18.4501454406
IC3267,186.02294999999998,7.04114,5.9,Sc,1.08,1.20226455342066,14.22,15.1,1231.0,1002.0,13.6810486073,,1236,16.87602403058438,37.32501807452518,37.3250180745
IC3268,186.03105,6.60769,10.0,I,1.0,1.0,14.28,41.6,728.0,1000.0,13.6537411251,21.8,727,9.926269797924627,34.355814706799656,34.3558147068
NGC4359,186.0465,31.52179,5.0,SBc,1.14,1.3803842191347617,13.83,54.6,1253.0,1898.0,25.9148006554,16.63,1251,17.080830147460397,19.86094271885353,19.8609427189
NGC4356,186.0606,8.53601,5.8,Sc,1.3,1.9952620958974432,14.13,71.4,1138.0,1007.0,13.7493173129,23.37,1134,15.483342435827415,15.922092445120962,15.9220924451
NGC4365,186.1173,7.31764,-4.8,E,1.71,5.12861429039393,10.50,69.9,1243.0,1003.0,13.6947023484,21.45,1221,16.67121791370835,23.014417567632268,23.0144175676
NGC4370,186.22875,7.44471,0.9,Sa,1.21,1.6218102398133032,13.53,53.2,782.0,1003.0,13.6947023484,31.7,773,10.554341889677769,,31.7
NGC4371,186.23085,11.70428,-1.3,S0-a,1.59,3.8904517489515147,11.82,79.1,933.0,1016.0,13.8722009831,16.45,913,12.465865647187323,16.749427877536164,16.7494278775
NGC4374,186.26535,12.88703,-4.3,E,1.87,7.413102494401937,10.08,39.4,1017.0,1019.0,13.9131622064,16.75,999,13.640087383943197,20.417376756604135,20.4173767566
NGC4377,186.30135,14.76228,-2.6,E-S0,1.2,1.58489336647576,12.70,47.5,1338.0,1024.0,13.9814309121,17.97,1359,18.555434188967777,17.538803323812818,17.5388033238
IC3305,186.31035,11.84957,-5.0,E,1.03,1.0715192346486087,15.17,90.0,2388.0,2877.0,39.2818132168,,2222,30.33861277990168,,39.2818132168
NGC4379,186.31125,15.60742,-2.8,E-S0,1.27,1.8620870548831208,12.64,42.5,1074.0,1026.0,14.0087383943,16.19,1050,14.336428181321676,15.703631629656567,15.7036316297
NGC4376,186.32535,5.74097,9.9,I,1.12,1.3182567530303144,13.87,62.1,1136.0,997.0,13.6127799017,23.9,1134,15.483342435827415,22.18194977992503,22.1819497799
NGC4378,186.32535,4.92514,1.0,Sa,1.32,2.089296383189619,12.60,23.9,2559.0,2995.0,40.8929546696,27.75,2557,34.91261605679954,48.52883552333469,48.5288355233
NGC4380,186.34215,10.01674,2.3,Sab,1.52,3.3113110693986716,12.63,62.0,963.0,1011.0,13.8039322774,19.48,950,12.971054068814853,20.13723789977578,20.1372378998
NGC4383,186.3561,16.4699,1.0,Sa,1.22,1.6595870167669808,12.67,63.4,1710.0,1028.0,14.0360458766,19.57,1708,23.320589841616588,17.619752880580283,17.6197528806
IC3311,186.38775,12.26035,7.4,Scd,1.27,1.8620870548831208,14.71,90.0,-122.0,-198.0,-2.70344074276,20.65,-138,,19.67884803175559,19.6788480318
PGC040547,186.3999,15.84793,0.6,S?,1.02,1.0471285020627683,15.34,0.0,1087.0,1026.0,14.0087383943,,1087,14.841616602949202,,14.0087383943
IC3313,186.40185,15.82988,-5.0,E,1.13,1.348962867780606,14.99,25.2,1073.0,1026.0,14.0087383943,,1073,14.650464227198245,,14.0087383943
NGC4387,186.42375,12.81048,-4.9,E,1.2,1.58489336647576,12.97,90.0,565.0,289.0,3.94593118514,17.03,538,7.3457127252867265,17.78279410038923,17.7827941004
NGC4385,186.42825,0.5726,-0.5,S0-a,1.33,2.1379623007676005,13.18,66.5,2140.0,2516.0,34.3528126707,33.5,2139,29.205352266521007,,33.5
NGC4388,186.44505,12.66202,2.8,Sb,1.73,5.370318199557904,11.90,90.0,2524.0,3020.0,41.2342981977,19.96,2516,34.35281267067175,17.378018209265857,17.3780182093
NGC4390,186.4611,10.45895,5.0,SABc,1.18,1.5135610656352623,13.32,43.3,1101.0,1012.0,13.8175860186,22.84,1101,15.032768978700163,26.18184342059396,26.1818434206
IC3322,186.47549999999998,7.55466,6.3,SABc,1.37,2.344228841058573,14.20,77.2,1178.0,1003.0,13.6947023484,21.7,1186,16.19333697433096,19.86094271885353,19.8609427189
UGC07522,186.49395,3.42937,5.8,Sc,1.42,2.630267731982223,14.52,90.0,1426.0,989.0,13.5035499727,40.91,1419,19.374658656471862,35.48135450617082,35.4813545062
NGC4396,186.49575,15.67109,6.9,Scd,1.47,2.9512094210846427,13.09,71.6,-128.0,-191.0,-2.60786455489,15.8,-113,,15.848924964027185,15.848924964
IC3331,186.5223,11.81215,-1.7,S0,1.01,1.0232929698100972,14.87,72.8,1186.0,1016.0,13.8722009831,,1234,16.848716548334234,,13.8722009831
NGC4402,186.5316,13.11312,3.3,Sb,1.55,3.54813350276553,12.95,81.5,232.0,102.0,1.39268159476,14.83,235,3.2086291643910427,12.416519149671856,12.4165191497
NGC4406,186.549,12.94611,-4.8,E,2.06,11.4815347022194,9.83,66.2,-224.0,-287.0,-3.91862370289,16.08,-283,,17.378018209265857,17.3780182093
PGC040659,186.5634,12.96389,-5.0,E,1.01,1.0232929698100972,16.74,56.0,1101.0,1019.0,13.9131622064,,1101,15.032768978700163,,13.9131622064
NGC4411A,186.62505000000002,8.87167,5.4,Sc,1.21,1.6218102398133032,13.54,54.4,1278.0,1007.0,13.7493173129,16.8,1280,17.476788640087374,,16.8
NGC4413,186.6342,12.6106,2.0,Sab,1.32,2.089296383189619,12.87,48.2,102.0,-3.0,-0.0409612233752,16.28,94,1.2834516657564174,15.06606973552022,15.0660697355
NGC4412,186.65055,3.96474,3.1,SBb,1.18,1.5135610656352623,13.16,26.8,2294.0,991.0,13.5308574549,35.6,2294,31.321682140906596,,35.6
NGC4415,186.6687,8.43567,-0.8,S0-a,1.11,1.288249594126457,13.31,31.2,910.0,1006.0,13.7356635718,16.0,908,12.39759694156198,,16.0
NGC4416,186.69465,7.91881,5.9,Sc,1.2,1.58489336647576,13.12,29.4,1390.0,1004.0,13.7083560896,,1390,18.97870016384488,39.81070831325058,39.8107083133
NGC4417,186.71085,9.58424,-1.9,S0,1.49,3.0902955003738914,12.08,90.0,828.0,1009.0,13.7766247952,15.72,835,11.400873839431998,15.848924964027185,15.848924964
IC3355,186.71385,13.17396,9.7,IB,1.04,1.0964780998322172,15.41,90.0,162.0,48.0,0.655379574003,,-3,,,0.655379574003
IC3358,186.7266,11.66376,-4.8,E,1.02,1.0471285020627683,14.36,57.1,2066.0,1015.0,13.8585472419,,2107,28.76843255051884,,13.8585472419
PGC040759,186.72705000000002,10.66578,-5.0,E,1.01,1.0232929698100972,15.21,84.3,1275.0,1012.0,13.8175860186,,1275,17.408519934462028,,13.8175860186
NGC4355,186.72765,-0.87756,1.1,SABa,1.15,1.4125374670774022,13.95,68.0,2179.0,2534.0,34.5985800109,25.35,2129,29.06881485527034,,25.35
NGC4419,186.73545000000001,15.04726,1.2,Sa,1.59,3.8904517489515147,11.99,84.5,-261.0,-314.0,-4.28727471327,17.0,-218,,17.378018209265857,17.3780182093
NGC4409,186.7437,2.4945,4.7,SBc,1.26,1.819700818650877,12.87,63.3,1685.0,986.0,13.4625887493,17.84,1642,22.419442927362088,15.205480906837678,15.2054809068
NGC4423,186.78734999999998,5.88011,7.8,Sd,1.31,2.0417376756604138,14.10,90.0,1117.0,998.0,13.6264336428,18.22,1122,15.319497542326594,19.67884803175559,19.6788480318
NGC4424,186.79905,9.42018,1.0,SBa,1.48,3.019951853033241,12.38,65.0,437.0,227.0,3.09939923539,15.42,442,6.0349535772801755,4.149540717929026,4.14954071793
NGC4425,186.80564999999999,12.73482,-0.6,S0-a,1.49,3.0902955003738914,12.98,84.5,1908.0,1018.0,13.8995084653,16.8,1892,25.832878208629147,,16.8
PGC040819,186.82395,14.14737,-3.0,E-S0,1.13,1.348962867780606,14.72,90.0,,,,,20,0.27307482250136544,,0.273074822501
IC3371,186.8427,10.86668,6.0,Sc,1.07,1.174897696838254,15.45,82.6,924.0,1013.0,13.8312397597,33.48,914,12.479519388312394,31.477493647546325,31.4774936475
NGC4430,186.85995,6.26282,3.4,Sb,1.31,2.0417376756604138,12.77,43.9,1451.0,999.0,13.6400873839,15.17,1447,19.756963407973778,35.64507796293675,35.6450779629
NGC4429,186.8607,11.10753,-0.7,S0-a,1.72,5.248074948227709,11.05,77.0,1104.0,1014.0,13.8448935008,15.95,1107,15.114691425450568,13.00169109802957,13.001691098
PGC040821,186.88185000000001,9.60239,9.8,I,1.31,2.0417376756604138,16.43,90.0,32.0,-72.0,-0.983069361005,,32,0.4369197160021847,,0.436919716002
NGC4434,186.90285,8.15431,-4.8,E,1.15,1.4125374670774022,13.01,20.7,1070.0,1005.0,13.7220098307,22.11,1070,14.609503003823038,22.18194977992503,22.1819497799
NGC4435,186.9186,13.0789,-2.0,S0,1.48,3.019951853033241,11.51,53.5,791.0,1019.0,13.9131622064,17.01,803,10.963954123429819,16.519615515542885,16.5196155155
NGC4436,186.92205,12.31602,-1.8,S0,1.22,1.6595870167669808,13.98,82.7,1124.0,1017.0,13.8858547242,17.9,1115,15.223921354451111,,17.9
NGC4438,186.94035,13.00884,0.6,Sa,1.96,9.120109194638907,10.93,73.2,71.0,-27.0,-0.368651010377,13.07,92,1.2561441835062808,11.271975749866156,11.2719757499
NGC4440,186.97320000000002,12.29322,1.1,Sa,1.25,1.778279410038923,12.84,38.0,724.0,1017.0,13.8858547242,17.3,725,9.89896231567449,17.298160249443285,17.2981602494
