# ABS is the dust attenuation cross-section, with R_V=A(V)/E(B-V)=3.1
# This is the attenuation law described in the paper
# To Apply multiply the galaxy spectrum by exp(-Dust_column*ABS)
# The Dust Column is an integrated depth that gives a certain A(V) :
# where A(V)=-2.5*log10(exp(-dust_col*abs[V_band]))
# as an example, the dust_col for 5 A(V)s has been included
#  
# A(V)        0.0      0.5      1.0      2.0      4.0     10.0
# dust_col   0.00000  2.02923  4.05845  8.11690 16.23380 40.58450
# 
# Notes added by Sébastien Viaene, Dec 27, 2015:
# In practice, compute the Av attenuation using equation 4 of Kreckel et al. 2013
# This assumes a screen geometry, which is not completely unrealistic for star forming regions.
# Av,screen = 0.67* Dust_column / 1e5 Msun/kpc2 with Dust_column in Msun/kpc2
#
# Then, to compute the attenuation at any other wavelength:
# A_lambda = Abs_lambda / Abs_V * Av
 
# wavel. (um)   Abs()
 5.15830E-03  1.44255E-01
 5.14085E-03  1.43486E-01
 5.13276E-03  1.42830E-01
 5.09427E-03  1.42527E-01
 5.05417E-03  1.41098E-01
 5.04137E-03  1.39597E-01
 5.03239E-03  1.39123E-01
 4.99464E-03  1.38789E-01
 4.91736E-03  1.37372E-01
 4.86545E-03  1.34425E-01
 4.83984E-03  1.32442E-01
 4.80732E-03  1.31477E-01
 4.76026E-03  1.30256E-01
 4.72017E-03  1.28500E-01
 4.70093E-03  1.26982E-01
 4.67680E-03  1.26239E-01
 4.64834E-03  1.25311E-01
 4.60483E-03  1.24218E-01
 4.57203E-03  1.22563E-01
 4.53550E-03  1.21309E-01
 4.49467E-03  1.19941E-01
 4.45725E-03  1.18399E-01
 4.42053E-03  1.49823E-01
 4.39445E-03  1.93522E-01
 4.36573E-03  2.05674E-01
 4.33769E-03  2.09177E-01
 4.31446E-03  2.14325E-01
 4.29057E-03  2.19961E-01
 4.24093E-03  2.27954E-01
 4.19928E-03  2.52347E-01
 4.18764E-03  2.68557E-01
 4.16064E-03  2.67537E-01
 4.13483E-03  2.65202E-01
 4.10949E-03  2.62944E-01
 4.07481E-03  2.60754E-01
 4.06502E-03  2.57730E-01
 4.02608E-03  2.56878E-01
 3.94918E-03  2.53532E-01
 3.90107E-03  2.46780E-01
 3.87667E-03  2.42456E-01
 3.84817E-03  2.40283E-01
 3.80647E-03  2.37740E-01
 3.77535E-03  2.34053E-01
 3.76348E-03  2.31289E-01
 3.75181E-03  2.30248E-01
 3.74397E-03  2.29193E-01
 3.69318E-03  2.28463E-01
 3.64730E-03  2.23811E-01
 3.63586E-03  2.19518E-01
 3.59872E-03  2.18474E-01
 3.56646E-03  2.15103E-01
 3.55319E-03  2.12153E-01
 3.53879E-03  2.10942E-01
 3.52669E-03  2.09593E-01
 3.49570E-03  2.08440E-01
 3.45459E-03  2.05544E-01
 3.43713E-03  2.01677E-01
 3.40382E-03  2.00034E-01
 3.36935E-03  1.96971E-01
 3.33981E-03  1.93758E-01
 3.29063E-03  1.91019E-01
 3.26279E-03  1.86383E-01
 3.24379E-03  1.83756E-01
 3.21703E-03  1.81993E-01
 3.19300E-03  1.79508E-01
 3.17880E-03  1.77293E-01
 3.16951E-03  1.75985E-01
 3.16171E-03  1.75135E-01
 3.15001E-03  1.74417E-01
 3.12401E-03  1.73315E-01
 3.10422E-03  1.70877E-01
 3.09408E-03  1.69027E-01
 3.08820E-03  1.68088E-01
 3.05027E-03  1.67545E-01
 3.01325E-03  1.64153E-01
 3.01088E-03  1.60775E-01
 2.97678E-03  1.60563E-01
 2.93990E-03  1.57452E-01
 2.90889E-03  1.53907E-01
 2.88165E-03  1.50963E-01
 2.87497E-03  1.48345E-01
 2.85461E-03  1.47713E-01
 2.82709E-03  1.45798E-01
 2.80998E-03  1.43208E-01
 2.78773E-03  1.41566E-01
 2.76277E-03  1.39391E-01
 2.73797E-03  1.36946E-01
 2.71708E-03  1.34572E-01
 2.70708E-03  1.32575E-01
 2.69474E-03  1.31632E-01
 2.68479E-03  1.30472E-01
 2.67665E-03  1.29538E-01
 2.64064E-03  1.28779E-01
 2.60634E-03  1.25450E-01
 2.59639E-03  1.22217E-01
 2.56458E-03  1.21299E-01
 2.53686E-03  1.18411E-01
 2.53339E-03  1.15872E-01
 2.53149E-03  1.15562E-01
 2.51491E-03  1.15392E-01
 2.49215E-03  1.13924E-01
 2.47279E-03  1.11868E-01
 2.45857E-03  1.10130E-01
 2.45331E-03  1.08847E-01
 2.41170E-03  1.08376E-01
 2.37141E-03  1.04757E-01
 2.36813E-03  1.01248E-01
 2.35495E-03  1.01407E-01
 2.33430E-03  1.02726E-01
 2.31424E-03  1.05114E-01
 2.30144E-03  1.07935E-01
 2.28667E-03  1.09977E-01
 2.26363E-03  1.12693E-01
 2.25002E-03  1.17570E-01
 2.24409E-03  1.20899E-01
 2.21925E-03  1.22468E-01
 2.19075E-03  1.21662E-01
 2.18005E-03  1.18949E-01
 2.17310E-03  1.17866E-01
 2.16450E-03  1.17167E-01
 2.14386E-03  1.16307E-01
 2.11215E-03  1.14263E-01
 2.09452E-03  1.11139E-01
 2.08905E-03  1.09333E-01
 2.07681E-03  1.08780E-01
 2.06063E-03  1.07546E-01
 2.04690E-03  1.05922E-01
 2.03111E-03  1.04540E-01
 2.01265E-03  1.02982E-01
 1.99130E-03  1.01166E-01
 1.97227E-03  9.90684E-02
 1.95973E-03  9.71399E-02
 1.92635E-03  9.58790E-02
 1.89797E-03  9.26201E-02
 1.89144E-03  8.98275E-02
 1.88726E-03  8.91959E-02
 1.87355E-03  8.87912E-02
 1.85971E-03  8.74630E-02
 1.84870E-03  8.61045E-02
 1.83480E-03  8.50401E-02
 1.81887E-03  8.36945E-02
 1.78880E-03  8.21875E-02
 1.76222E-03  7.94433E-02
 1.73894E-03  7.77710E-02
 1.71537E-03  7.74809E-02
 1.70087E-03  7.81245E-02
 1.68662E-03  7.92562E-02
 1.67750E-03  8.11514E-02
 1.66776E-03  8.26335E-02
 1.65610E-03  8.34847E-02
 1.64708E-03  8.45875E-02
 1.63067E-03  8.55259E-02
 1.61819E-03  8.74145E-02
 1.59778E-03  8.90084E-02
 1.56568E-03  9.17726E-02
 1.54808E-03  9.17574E-02
 1.53837E-03  8.96559E-02
 1.52408E-03  8.85230E-02
 1.51571E-03  8.68643E-02
 1.49405E-03  8.58918E-02
 1.46777E-03  8.37460E-02
 1.45617E-03  8.21176E-02
 1.43744E-03  8.14979E-02
 1.42371E-03  8.05069E-02
 1.42164E-03  7.97733E-02
 1.41629E-03  7.96646E-02
 1.39968E-03  7.93752E-02
 1.38677E-03  7.76892E-02
 1.38491E-03  7.61985E-02
 1.36947E-03  7.59875E-02
 1.35451E-03  7.42603E-02
 1.35204E-03  7.25687E-02
 1.33686E-03  7.22960E-02
 1.32121E-03  7.06430E-02
 1.31595E-03  6.89019E-02
 1.30288E-03  6.83248E-02
 1.28688E-03  6.69126E-02
 1.27687E-03  6.51864E-02
 1.27021E-03  6.41186E-02
 1.26471E-03  6.34145E-02
 1.25265E-03  6.28394E-02
 1.24167E-03  6.15639E-02
 1.22779E-03  6.03821E-02
 1.21492E-03  5.89381E-02
 1.20028E-03  5.75881E-02
 1.17435E-03  5.61017E-02
 1.15120E-03  5.34323E-02
 1.13980E-03  5.10637E-02
 1.13227E-03  4.99074E-02
 1.12053E-03  4.91657E-02
 1.10335E-03  4.80096E-02
 1.08108E-03  4.63335E-02
 1.06790E-03  4.41858E-02
 1.05233E-03  4.29353E-02
 1.03840E-03  4.14905E-02
 1.02807E-03  4.01681E-02
 1.01485E-03  3.92223E-02
 1.00510E-03  3.80119E-02
 9.94823E-04  3.71392E-02
 9.89389E-04  3.62426E-02
 9.84186E-04  3.57755E-02
 9.69055E-04  3.53368E-02
 9.49027E-04  3.40807E-02
 9.37875E-04  3.24481E-02
 9.30834E-04  3.15500E-02
 9.19584E-04  3.09999E-02
 9.13486E-04  3.01282E-02
 9.12373E-04  2.96586E-02
 9.10966E-04  2.95739E-02
 9.04268E-04  2.94671E-02
 8.91825E-04  2.89654E-02
 8.82306E-04  2.80414E-02
 8.73221E-04  2.73422E-02
 8.59301E-04  2.66907E-02
 8.48882E-04  2.57090E-02
 8.43100E-04  2.49812E-02
 8.27787E-04  2.45859E-02
 8.10214E-04  2.35697E-02
 7.97970E-04  2.24091E-02
 7.87579E-04  2.16291E-02
 7.77041E-04  2.09766E-02
 7.61296E-04  2.03323E-02
 7.52172E-04  1.93916E-02
 7.48702E-04  1.88485E-02
 7.39701E-04  1.86484E-02
 7.27462E-04  1.81345E-02
 7.13439E-04  1.74476E-02
 7.04894E-04  1.66800E-02
 7.00027E-04  1.62164E-02
 6.92754E-04  1.59598E-02
 6.88757E-04  1.55790E-02
 6.75437E-04  1.53710E-02
 6.62481E-04  1.47081E-02
 6.60715E-04  1.40514E-02
 6.57044E-04  1.39654E-02
 6.51862E-04  1.37877E-02
 6.45751E-04  1.35387E-02
 6.39373E-04  1.32486E-02
 6.36092E-04  1.29492E-02
 6.33759E-04  1.27961E-02
 6.31548E-04  1.26888E-02
 6.25599E-04  1.25868E-02
 6.18221E-04  1.23190E-02
 6.14696E-04  1.19853E-02
 6.08863E-04  1.18291E-02
 5.99591E-04  1.15742E-02
 5.88895E-04  1.11752E-02
 5.82666E-04  1.07241E-02
 5.81162E-04  1.04638E-02
 5.74765E-04  1.04021E-02
 5.62363E-04  1.01449E-02
 5.53882E-04  9.65302E-03
 5.46065E-04  9.32059E-03
 5.39867E-04  9.02610E-03
 5.38795E-04  8.79156E-03
 5.34505E-04  8.75188E-03
 5.23772E-04  8.59510E-03
 5.16383E-04  8.21085E-03
 5.12283E-04  7.94593E-03
 5.05533E-04  7.80457E-03
 5.01374E-04  7.57294E-03
 4.96104E-04  7.43178E-03
 4.90491E-04  7.25728E-03
 4.88558E-04  7.07152E-03
 4.86213E-04  7.00845E-03
 4.82429E-04  6.93285E-03
 4.78704E-04  6.81145E-03
 4.74543E-04  6.69315E-03
 4.68687E-04  6.56262E-03
 4.64494E-04  6.38181E-03
 4.59215E-04  6.25279E-03
 4.47248E-04  6.09542E-03
 4.35210E-04  5.74639E-03
 4.28937E-04  5.40241E-03
 4.25843E-04  5.22769E-03
 4.22722E-04  5.14352E-03
 4.20673E-04  5.05943E-03
 4.19927E-04  5.00448E-03
 4.18691E-04  4.98462E-03
 4.11005E-04  4.95190E-03
 3.96995E-04  4.75419E-03
 3.88404E-04  4.40091E-03
 3.85813E-04  4.18764E-03
 3.81503E-04  4.12568E-03
 3.77368E-04  4.02444E-03
 3.75141E-04  3.92752E-03
 3.72773E-04  3.87624E-03
 3.71508E-04  3.82212E-03
 3.70177E-04  3.79329E-03
 3.62546E-04  3.76333E-03
 3.55621E-04  3.59627E-03
 3.51317E-04  3.44323E-03
 3.43324E-04  3.35261E-03
 3.34360E-04  3.18713E-03
 3.26681E-04  3.00672E-03
 3.18794E-04  2.85631E-03
 3.14211E-04  2.70794E-03
 3.12055E-04  2.62186E-03
 3.09754E-04  2.58295E-03
 3.05146E-04  2.54114E-03
 2.97719E-04  2.46056E-03
 2.91719E-04  2.33115E-03
 2.84418E-04  2.22993E-03
 2.78495E-04  2.11116E-03
 2.74154E-04  2.01582E-03
 2.68182E-04  1.94871E-03
 2.59880E-04  1.85831E-03
 2.51423E-04  1.73743E-03
 2.46462E-04  1.61733E-03
 2.43346E-04  1.54897E-03
 2.38308E-04  1.50736E-03
 2.30914E-04  1.44198E-03
 2.26831E-04  1.34853E-03
 2.22367E-04  1.29727E-03
 2.16065E-04  1.24479E-03
 2.11828E-04  1.17040E-03
 2.06661E-04  1.12241E-03
 2.01643E-04  1.06576E-03
 1.95820E-04  1.01174E-03
 1.90216E-04  9.52076E-04
 1.85625E-04  8.95358E-04
 1.81164E-04  8.51121E-04
 1.76753E-04  8.08908E-04
 1.72469E-04  7.68817E-04
 1.67584E-04  7.30558E-04
 1.62878E-04  6.88974E-04
 1.59365E-04  6.49398E-04
 1.54690E-04  6.21089E-04
 1.50481E-04  5.84706E-04
 1.47479E-04  5.52481E-04
 1.43447E-04  5.30361E-04
 1.40720E-04  5.01680E-04
 1.37718E-04  4.82276E-04
 1.34961E-04  4.62230E-04
 1.34229E-04  4.43447E-04
 1.32314E-04  4.38665E-04
 1.29219E-04  4.26318E-04
 1.25703E-04  4.06748E-04
 1.22219E-04  3.85048E-04
 1.19311E-04  3.64216E-04
 1.16581E-04  3.47229E-04
 1.13923E-04  3.31844E-04
 1.11326E-04  3.17122E-04
 1.08796E-04  3.03209E-04
 1.06315E-04  2.89892E-04
 1.04938E-04  2.77260E-04
