name,IRAS_12,IRAS_12_err,IRAS_25,IRAS_25_err,IRAS_60,IRAS_60_err,IRAS_100,IRAS_100_err
NGC3628,2.33,0.46678151828947556,5.16,1.033069666992717,48.13,9.62607132285577,105.96,21.19282485280491
NGC3629,,,,,,,,
NGC3631,0.58,0.1182581888398128,0.71,0.1435444139258408,7.2,1.4404252462891476,23.99,4.800438788262435
NGC3640,-0.02,0.030265491224356653,0.12,0.05727128500243984,,,,
NGC3655,0.58,0.12060265011107653,0.8,0.17424408318333703,8.1,1.6209676885693882,20.01,4.0043443114811605
NGC3659,0.07,0.03862641440891243,,,1.69,0.34072424020282616,4.2,0.8481090352108287
NGC3665,0.05,0.018867962987533335,0.17,0.04341658740778509,1.71,0.344331243350034,5.83,1.172365115802669
NGC3666,0.23,0.05780138482079471,0.26,0.06747592109206613,2.49,0.5073588497846053,7.29,1.4924895247214804
NGC3674,,,0.03,0.02668332862080083,,,0.46,0.16668833165342123
NGC3681,0.12,0.04750789478723333,,,0.67,0.143024476817964,2.55,0.539514587325337
NGC3683,0.95,0.19205207403828883,1.55,0.3110884024117812,13.46,2.692691040791774,29.26,5.857906924984913
NGC3684,0.24,0.05660388552714417,0.25,0.07000714159579018,2.18,0.5647804969715459,6.26,2.1145023295384515
NGC3686,0.23,0.052839380244905955,0.23,0.059665735425843434,3.15,0.6323962555232365,9.94,2.1244163164518777
NGC3691,0.07,0.03584689651653558,0.07,0.04712748839691623,0.7,0.15005332213484837,1.95,0.44247147939683346
NGC3692,0.11,0.04219004483494772,0.28,0.06940461165921843,1.14,0.23299785135367207,3.97,0.8084182133034761
NGC3718,0.11,0.03041381236977148,0.14,0.03623534198447809,0.61,0.1266491248439412,2.3,0.4782896512656752
NGC3729,0.42,0.08736131620698062,0.35,0.07368174696058283,2.48,0.5016383201383389,7.46,1.5079870759911522
NGC3755,,,0.17,0.055605755127845,0.72,0.1517893332484321,2.47,0.5292787590177702
NGC3756,0.11,0.03482815000217409,0.15,0.03720215136629018,1.42,0.2873882306285978,6.21,1.2477836424267175
NGC3757,,,,,0.08,0.03399999924004078,,
NGC3773,0.08,0.03052867531438078,0.1,0.04382921485361813,1.44,0.29134173503090177,2.0,0.41967725817524526
NGC3786,,,,,,,,
NGC3788,,,,,,,,
NGC3794,0.04,0.028160256301357142,0.07,0.02523885872573884,0.68,0.14043147937528086,1.72,0.3636756853373181
NGC3795,0.06,0.02163330685927894,0.02,0.021377558031581104,0.29,0.06484596948157338,1.2,0.2683281646303769
NGC3796,,,0.07,0.02607680955223858,0.1,0.03605551236202024,0.19,0.10978615572246571
NGC3813,,,,,,,,
NGC3838,0.13,0.03606937716450602,,,,,,
NGC3846A,,,0.08,0.03577708883951699,0.43,0.09570788994896644,1.23,0.2745906083815183
NGC3870,0.08,0.02801785128471255,0.13,0.03820994633348637,1.17,0.23645717605682948,2.48,0.5140437775448435
NGC3898,0.09,0.02690724824034992,0.05,0.021470910082346847,0.37,0.08820430931194984,1.9,0.4056648834893153
NGC3938,0.33,0.06957011097402803,0.46,0.09459387031852501,4.84,0.9686692206168483,23.33,4.667923720295731
NGC3941,,,,,,,,
NGC3945,0.11,0.03041381236977148,0.08,0.023345235487515586,0.23,0.05841232716808063,0.86,0.32946167367179635
NGC3952,0.11,0.04134005327990766,0.26,0.07213875432901204,1.52,0.3124099826099424,1.76,0.4364263874296094
NGC3953,0.27,0.05869412435499165,0.37,0.07665507239095405,3.51,0.7040738579675851,21.88,4.382965152496941
NGC3972,0.16,0.03671511849808823,0.17,0.04049691369812626,0.96,0.1951640293765263,3.61,0.7334336834033348
NGC3982,0.51,0.10501904412785014,0.84,0.16956709067406403,6.73,1.3473815385230683,16.11,3.2251277165317767
NGC3990,0.03,0.0247386339235669,,,0.16,0.052009614948465746,0.26,0.15310126719383307
NGC3998,0.09,0.03244996245865863,0.12,0.041617305293560135,0.36,0.09308598419841412,0.86,0.3484149865640878
NGC4013,0.26,0.059539900514165925,0.36,0.07472616940607835,5.29,1.0587185574641473,21.03,4.2082634368891725
NGC4030,0.9,0.18248287109521572,1.45,0.2965535455961782,15.69,3.138481873974159,47.72,9.546053878945553
NGC4032,,,0.09,0.04846648519009555,0.81,0.17275416056802423,1.71,0.43204166982271036
NGC4036,0.13,0.034058771926828595,0.05,0.024166091900326446,0.49,0.1030921940358004,1.29,0.315734056949951
NGC4037,0.08,0.03488552647079102,,,0.45,0.09620810618910008,1.56,0.3364817875748693
NGC4038,1.63,0.328207250506963,4.49,0.8988464373008387,41.18,8.23616421676272,80.15,16.030923048469326
NGC4039,1.59,0.320145286207753,4.48,0.8968924164939807,41.35,8.270156948468113,80.14,16.02882868732866
NGC4045,0.25,0.057801383647807514,0.77,0.16715561167705115,6.46,1.2929671379384946,13.63,2.7288644386972356
NGC4051,0.78,0.15754363906383687,1.81,0.3628622214189624,6.58,1.316577745483202,22.8,4.561500587316812
NGC4067,,,,,0.67,0.13824616096005385,2.08,0.464655773925589
NGC4100,0.44,0.09024411281737589,0.88,0.17749647789847267,6.96,1.3923677751720303,21.1,4.222064026484212
NGC4102,1.55,0.3107796551931515,7.15,1.4302014034953907,46.38,9.276256840067349,67.43,13.487282663601333
NGC4111,,,,,,,,
NGC4116,0.09,0.03847077009101588,0.15,0.059169248552358646,1.92,0.3892967939725453,5.52,1.2343095139837215
NGC4117,,,,,,,,
NGC4119,0.19,0.047201695013625825,,,0.42,0.09724710501508767,1.43,0.3064245320928974
NGC4123,0.27,0.06276942192674428,1.1,0.2270154230260125,5.67,1.1352850015560896,9.63,1.9352511688403713
NGC4125,0.11,0.02973213710572111,0.0,0.023000000044703484,0.56,0.12390722352014655,1.37,0.32088159668208
NGC4138,,,,,,,,
NGC4144,0.09,0.024758837960632475,0.1,0.03773592597506667,1.28,0.25910615005975246,3.93,0.7937991063902995
NGC4151,1.93,0.3876751111302065,5.22,1.0450128766633742,5.4,1.0852875385650345,7.5,1.5698308824706082
NGC4152,0.32,0.07068238660841468,0.54,0.1173882487099833,4.28,0.8578298619376553,10.17,2.0416868179161454
NGC4165,,,0.12,0.05909314787289119,0.16,0.06363175246243874,0.64,0.30423674244077353
NGC4168,0.09,0.033286635067969535,,,0.05,0.049030603127379065,0.44,0.2849298137315062
NGC4178,0.1,0.03280243954061806,0.22,0.06735725559837177,1.95,0.3917512060912458,7.71,1.5503822183674718
NGC4179,0.07,0.028653097917945656,,,0.17,0.05024937869869284,0.2,0.09484724851060082
NGC4180,0.22,0.056222771093659,0.45,0.10761505291104331,4.4,0.8815350439324101,10.04,2.012139400639841
NGC4183,,,,,,,,
NGC4189,0.26,0.059539900514165925,0.42,0.09391485245603044,3.11,0.6238493199001631,8.37,1.680096701169197
NGC4191,0.02,0.02828427209039887,,,0.14,0.05730619583589131,0.49,0.1936310898086045
NGC4192,0.37,0.07810889936345443,0.54,0.11292918540027523,5.46,1.0926609797049283,18.85,3.7731034407210307
NGC4193,0.08,0.03052867531438078,0.21,0.0724223717648815,1.17,0.23887234252457562,3.53,0.7243479772008523
NGC4194,0.85,0.1722904572796919,4.71,0.9424160516577477,23.67,4.734253599496401,24.95,4.991935749028576
NGC4197,0.02,0.02236067964171786,0.22,0.0651152825308582,1.75,0.35288099999990447,5.19,1.0504118350718088
NGC4200,,,,,,,,
NGC4203,,,0.12,0.04243819016736702,0.47,0.09897979553305644,1.97,0.41157867432791495
NGC4206,0.05,0.029732138358671823,0.14,0.05131276773145948,0.55,0.11513470654050183,2.12,0.4390580606302664
NGC4207,0.22,0.05269724784673479,0.27,0.070936593095301,3.03,0.6079777898404624,7.87,1.5779796984506431
NGC4212,0.38,0.07940402922457944,0.65,0.13437261211225301,5.99,1.199171751774318,15.99,3.207992004782849
NGC4214,0.4,0.08653900957910915,1.92,0.38550226138616855,15.16,3.0321795485969507,26.5,5.301693691726688
NGC4215,0.15,0.04459820691153239,,,,,,
NGC4216,0.16,0.040607880674200236,0.17,0.055605755127845,1.18,0.2515253359264874,8.21,1.740097697398189
NGC4217,0.54,0.112641027269136,0.52,0.10973148689858257,7.87,1.575105370440403,35.98,7.198695970879163
NGC4222,0.06,0.0268328157966375,,,0.67,0.14937202163504262,1.72,1.863034324878034
NGC4224,0.07,0.03041381330067109,0.12,0.05277309753059989,0.13,0.044407204807655296,1.05,0.22886894865463633
NGC4233,0.08,0.03399999924004078,,,0.13,0.047707440498137854,0.4,0.11892855042760558
NGC4234,0.15,0.04763402257642666,0.17,0.07602631470027384,1.61,0.32754236623918787,4.02,0.8384867300537162
NGC4235,,,,,0.31,0.06977105529087682,0.55,0.16058953956492986
NGC4236,0.09,0.021095023688962877,0.1,0.02385372127980606,0.91,0.18288794897794947,3.68,0.7401216250754841
NGC4237,0.3,0.07102112497868691,0.43,0.10154802015462717,2.67,0.5361529784832322,9.18,1.845600233447285
NGC4239,0.14,0.045607015853877435,,,,,,
NGC4244,,,0.19,0.047201695013625825,0.72,0.14567086751545089,4.99,1.0370766179934203
NGC4251,0.16,0.042520583281777845,0.15,0.050000000000000024,0.05,0.05099019589574096,0.36,0.18185983332944863
NGC4252,,,,,0.11,0.048301139948678025,0.33,0.14047063694451387
NGC4254,1.8,0.36116615717027817,2.18,0.4381152950628901,20.77,4.154265971320186,81.23,16.24712340122279
NGC4255,,,,,,,,
NGC4258,0.86,0.1763660994833066,1.09,0.22128715014150738,12.73,2.5467305577734587,51.64,10.331424755565463
NGC4259,,,,,,,,
NGC4260,0.09,0.03000000059604645,,,0.14,0.044045432593202156,0.73,0.17696327701507691
NGC4261,,,0.1,0.04742362425530041,0.09,0.047539457346170585,,
NGC4262,0.13,0.04687216672154839,,,,,,
NGC4266,,,,,0.26,0.07009279314137196,1.42,0.33948784479803346
NGC4267,,,,,0.08,0.062096697397070716,0.89,0.34711381947524433
NGC4268,,,,,3.1,1.3622661706850618,22.25,4.4785628269774165
NGC4269,0.45,0.10199999809265138,,,,,0.31,0.1386362130056265
NGC4270,,,,,,,1.67,0.41070304446597866
NGC4273,0.47,0.09726767178155217,1.3,0.2726242751707004,9.02,1.804808114585468,22.29,4.4598373999648
NGC4276,,,,,0.46,0.10423531158631488,1.5,0.327354546755723
NGC4281,0.13,0.03748332947095394,,,0.56,0.12306502350195504,0.92,0.2754650622042574
NGC4287,0.03,0.03649657363110655,0.11,0.05371219479008288,0.23,0.1055509348621467,0.79,0.38857302240203373
NGC4289,,,,,0.69,0.14930840522820682,2.56,0.5218668307064728
NGC4292,,,0.09,0.05408326847070569,0.15,0.05243090879540964,0.81,0.18729655509215565
NGC4294,0.09,0.03584689657888894,0.12,0.04837354573200406,2.69,0.5402268155027626,6.24,1.2727937325985659
NGC4298,0.37,0.07810889936345443,0.53,0.11260550028334436,4.02,0.8060179860706362,20.89,4.18840160111752
NGC4299,0.09,0.04386342387711696,0.24,0.0664830798416305,2.55,0.5130652886973722,4.77,0.9934007239120984
NGC4300,0.2,0.0512249953143824,,,0.31,0.07378346689877235,0.8,0.21592822778174509
NGC4302,0.37,0.07720103714263553,0.32,0.07443117440985664,4.0,0.8023222545110072,20.88,4.186196196505642
NGC4303A,-0.02,0.03920459235916675,-0.04,0.05557877260570283,0.49,0.11094142817460137,1.01,0.3046112264572509
NGC4305,,,0.04,0.04275511606316221,,,,
NGC4306,,,,,,,,
NGC4307,0.05,0.03162277601266368,0.16,0.05852349808954219,0.71,0.2154251585486233,4.35,1.3852739288089126
NGC4309,,,,,0.9,0.18318296429808328,1.67,0.3467059195870605
NGC4312,,,,,1.63,1.5692357684254779,3.92,8.78306111558605
NGC4313,0.12,0.0361247839034359,0.09,0.044777227678958025,0.87,0.1785385119808975,4.92,1.0128455101615332
NGC4316,0.22,0.05162363815964846,0.26,0.07076722293329071,1.57,0.32556413667713807,5.07,1.2511934466600607
NGC4321,1.21,0.24318717832698458,1.97,0.3963395067799313,17.78,3.566009810868448,58.23,11.685582352460113
NGC4322,,,,,,,59.06,13.281285134082667
NGC4324,,,,,0.33,0.10526158234436692,1.59,0.352029831346277
NGC4328,0.09,0.030805844321746136,-0.0,0.03999999910593033,0.03,0.03748333007720398,,
NGC4330,0.02,0.025317978156069176,0.1,0.04742362425530041,0.57,0.12016654934289889,2.66,0.5776235933396089
NGC4339,0.11,0.035608988235468916,0.07,0.04617358531333792,,,0.47,0.1636826223205256
NGC4340,0.04,0.020615527495627374,0.15,0.04386342632308103,0.06,0.029546573936445594,,
NGC4341,,,,,,,,
NGC4342,,,-0.01,0.05003998475546323,,,3.17,0.749637261691624
NGC4343,0.1,0.03773592597506667,0.17,0.0796241142996211,1.12,0.2288776972008621,4.03,0.8185872400370469
NGC4350,0.03,0.02570992059530963,0.06,0.03511409947244808,0.32,0.07294518371575567,0.8,0.19248117032260476
NGC4351,,,,,0.77,0.16222514825944367,2.27,0.5344529909117851
NGC4352,,,0.11,0.05099019516515143,,,,
NGC4353,,,0.09,0.07227724446513203,0.59,0.19720040836674016,,
NGC4355,0.98,0.19785095787784424,9.83,1.9673179558871827,46.18,9.23633791759569,31.44,6.291054072351655
NGC4356,0.01,0.027073973436500483,,,0.58,0.12515989403295244,1.41,0.3076572720913162
NGC4359,0.05,0.026925824436898563,,,0.52,0.11005452782581503,1.49,0.3223864171651097
NGC4365,0.13,0.03969886535123897,0.05,0.05099019589574096,,,,
NGC4370,-0.05,0.041231055424942244,0.11,0.06203224807435974,0.99,0.20350184422759782,3.16,0.6514507072648527
NGC4371,0.08,0.032249031566155294,0.08,0.045880280231738964,0.06,0.03984971644439472,0.06,0.13154846739969087
NGC4374,0.14,0.03820994680146381,0.09,0.042047591285175566,0.47,0.10890821788274177,0.83,0.3059493398002176
NGC4376,0.12,0.041617305293560135,,,0.69,0.14368019973840299,1.32,0.28485962456052044
NGC4377,0.07,0.03041381330067109,,,0.34,0.09002777426702756,0.98,0.2968922425312296
NGC4378,0.1,0.03440930194467626,,,0.24,0.07003570374979035,1.43,0.30012829533916313
NGC4379,,,,,0.18,0.05531726724479728,,
NGC4380,0.22,0.05162363815964846,0.11,0.04477722699675007,0.57,0.11896217802095749,3.05,0.6186347778695688
NGC4383,0.33,0.07823043077101952,1.09,0.2222003668678363,8.61,1.7226687910214622,12.62,2.528940467223048
NGC4385,0.26,0.061057349262071056,1.25,0.25495097582575715,4.75,0.9509726600305537,5.68,1.1439934105778164
NGC4387,0.06,0.04272001973813608,,,,,,
NGC4388,0.96,0.19362075914187835,3.77,0.7556560026374054,10.25,2.0504099590308433,17.42,3.489735822023687
NGC4390,0.08,0.03399999924004078,,,0.82,0.17174690516430702,1.76,0.37628845186377025
NGC4396,0.11,0.03041381236977148,0.16,0.04318564467302372,1.0,0.20321417245955095,3.34,0.685747021455864
NGC4402,0.38,0.08367197777913654,0.53,0.11365297567503607,5.27,1.0561912669877578,17.19,3.4407286630790193
NGC4406,,,,,-0.73,1.751097089757021,,
NGC4409,0.19,0.050990196012635325,0.25,0.07000714159579018,2.73,0.5484706047521867,7.17,1.4416171628857581
NGC4411A,,,0.07,0.055785304094766036,0.24,0.07528611892910467,0.89,0.25744902528903174
NGC4412,-0.06,0.04272001973813608,0.46,0.1066770849731081,3.01,0.6042416716969562,5.94,1.1962207268552303
NGC4413,0.14,0.038897301249506605,,,0.92,0.18895767079936057,3.36,0.698072324429566
NGC4415,,,,,,,0.16,0.1543534834921252
NGC4416,0.17,0.04534313601952958,,,0.95,0.19525623998976818,3.01,0.6130742181246646
NGC4417,,,,,0.19,0.05374011416899244,0.14,0.12322337182103711
NGC4419,0.53,0.10938463705998869,1.52,0.30776614128379753,7.38,1.4764891017115755,14.69,2.9428565216105724
NGC4423,,,0.23,0.08292767836032189,0.46,0.10155294398819821,1.21,0.2761394648387539
NGC4424,0.11,0.03482815000217409,0.32,0.07881624087153595,2.89,0.580610906047297,5.92,1.1967171906471679
NGC4425,,,,,,,,
NGC4429,0.15,0.038418746485786796,0.18,0.050911688161137766,1.55,0.31354265090405603,4.06,0.8304336094308997
NGC4430,0.17,0.05481788166196943,0.21,0.06010823583700994,1.21,0.2508386007882761,4.23,0.8540521097378211
NGC4434,,,,,,,,
NGC4435,0.11,0.0325576412654291,0.22,0.06660330362320604,0.87,0.1785385119808975,6.83,1.3782035255005554
NGC4436,0.37,0.08143709392402454,0.23,0.06720863003501708,,,,
NGC4437,0.33,0.07022820200031726,0.57,0.12614277555658895,4.14,0.8292218978904033,18.16,3.639212109688452
NGC4438,0.17,0.041048751824812595,0.16,0.04742362243285983,3.64,0.7291536399422006,10.29,2.064132981863259
NGC4440,0.06,0.03794733036700745,,,0.09,0.059774576779318744,,
NGC4442,,,0.09,0.040249222528755936,,,,
NGC4445,0.11,0.03330165181160302,,,0.22,0.05748912953163506,1.22,0.2688958949999553
NGC4449,0.42,0.09178779654555622,1.94,0.39246020043160484,19.04,3.8086435110906627,52.68,10.541166790008942
NGC4450,0.11,0.035608988235468916,0.1,0.04472135888359561,1.27,0.25668073183902945,6.74,1.350614629121371
NGC4451,0.11,0.03883297686283623,0.21,0.06684309987897415,1.67,0.3378712686353122,4.38,0.8885814770027577
NGC4452,0.05,0.02600000024988101,0.07,0.05675385422054061,,,0.43,0.16944615551697817
NGC4454,0.08,0.04308131749413353,0.05,0.0717007694036177,0.33,0.0828009687183042,1.42,0.30640005810155185
NGC4457,0.23,0.07481310125219294,0.49,0.13238202540258492,4.42,0.8848163803211802,9.91,1.9869383179140752
NGC4458,0.07,0.03220248365064346,,,,,,
NGC4459,0.49,0.1008959879472614,0.19,0.06360031341499503,1.64,0.33178908691769055,4.92,1.029889326134609
NGC4460,,,0.51,0.11189280414363706,3.2,0.6433941343840682,5.17,1.0518578958118034
NGC4461,0.12,0.03324153992081525,0.05,0.038327536292673214,,,,
NGC4464,0.23,0.05780138482079471,,,,,,
NGC4468,,,,,,,,
NGC4469,0.01,0.027073973436500483,,,1.07,0.21827735708379326,3.09,0.6336591977944825
NGC4470,0.15,0.046097723175406266,0.12,0.06184658420356179,1.87,0.3803117148797952,4.08,0.837828129267373
NGC4472,0.17,0.04161730450584559,0.2,0.06640030106365293,0.67,0.1407302420239996,,
NGC4473,0.11,0.035608988235468916,0.11,0.047413077807607944,,,,
NGC4474,,,0.11,0.04565084800120605,,,,
NGC4476,0.04,0.04767598814772895,0.09,0.0493963564848122,0.61,0.1314724327473354,1.62,0.3537513278255547
NGC4477,0.08,0.029681644280301588,0.05,0.03929376426503571,0.43,0.09527329289424195,1.07,0.2562752528619828
NGC4478,,,0.03,0.05333854077541591,,,,
NGC4479,,,0.11,0.06767570009873501,,,,
NGC4480,,,0.3,0.08345058473435892,0.92,0.19204426884327994,3.81,0.7846100846705675
NGC4482,0.09,0.036715121176757536,,,,,,
NGC4483,0.04,0.024351591307250075,0.05,0.05000999777437755,,,,
NGC4486,0.28,0.06260990396975429,0.23,0.06228964624402901,0.41,0.08915716400339838,,
NGC4488,,,,,0.09,0.040249222528755936,0.27,0.12433825238488122
NGC4491,0.12,0.040000000894069694,0.44,0.10999999940395355,2.78,0.5590169885106258,3.9,0.8339214723329508
NGC4492,0.03,0.029614184945591593,0.1,0.05107836979235284,0.19,0.057384667720109396,1.0,0.23272516119352388
NGC4494,0.06,0.025942243457709256,0.26,0.05905929097131728,0.17,0.049517672731448144,0.21,0.1271377176376879
NGC4496A,0.19,0.05032891765137273,0.34,0.07889233185645617,3.28,0.6575416280765869,9.02,1.8077901786477961
NGC4497,,,,,,,0.14,0.26548069468676183
NGC4498,0.14,0.0417731968523367,0.11,0.04304648684899549,1.25,0.25367104707787796,3.91,0.7888853068058496
NGC4501,1.0,0.20181427114507822,1.62,0.3295087259194336,12.55,2.510368337838771,57.58,11.51760081072492
NGC4502,,,0.13,0.05283937886306365,0.18,0.05381449648069984,0.27,0.15472879183192956
NGC4503,0.05,0.03257299451337848,0.12,0.04924429002267961,0.17,0.0629682456320543,,
NGC4506,0.05,0.030675722560051643,,,0.17,0.06046486664852989,0.5,0.18867961960845384
NGC4516,,,,,,,,
NGC4519,0.27,0.061294373178489174,0.58,0.12336936077508046,3.66,0.7334439481919879,7.09,1.4213824559370025
NGC4521,,,0.05,0.028792360806286443,0.16,0.05044799319088248,0.23,0.13507405785813287
NGC4522,0.11,0.03405877306436281,0.14,0.05643580318458075,1.3,0.26276224033911266,4.38,0.8844546570823174
NGC4525,0.01,0.031064448625551664,,,0.26,0.06440496649150368,1.53,0.332469540346678
NGC4526,0.34,0.08045495772705229,0.36,0.10987720367567451,5.27,1.056127356042942,16.06,3.2146295762658266
NGC4527,1.45,0.2913485980397196,2.29,0.4620443626916143,25.1,5.020167503787507,60.16,12.03291017444199
NGC4528,0.02,0.027294688807603062,0.12,0.051000001325326824,0.05,0.051971144933563404,,
NGC4531,0.23,0.05437830475816447,,,0.32,0.07247068333154537,1.63,0.35171010674897707
NGC4532,0.25,0.05462600108698047,0.88,0.18324027823334002,8.21,1.6425118036555464,15.24,3.052681562309879
NGC4533,,,0.07,0.061611685910518556,0.22,0.08955445399350014,,
NGC4535,0.37,0.07749193598820564,0.87,0.1804993085081851,6.53,1.3068818269621543,21.8,4.362279182969975
NGC4536,1.37,0.27553039845761945,3.87,0.7756783898445396,29.6,5.920163587545478,45.15,9.03223707137315
NGC4540,0.16,0.04669047097503117,0.12,0.05909314787289119,1.4,0.2861485582209214,5.91,1.1999887202778812
NGC4546,0.05,0.03162277601266368,0.13,0.05024937886179216,0.23,0.06794115211914345,0.52,0.24243967867651933
NGC4550,,,,,0.1,0.042059482250818056,,
NGC4551,,,,,,,,
NGC4552,0.14,0.03820994680146381,0.07,0.05096076800914548,0.17,0.07247068658028448,,
NGC4559,0.4,0.08411896467878001,0.61,0.12720063123471406,4.97,0.9948044614438942,21.75,4.351853513277933
NGC4561,0.05,0.029732138358671823,,,1.23,0.2500819906306002,2.66,0.5561187089275689
NGC4562,,,,,,,,
NGC4564,0.01,0.0260768101522437,0.06,0.03984971644439472,,,0.51,0.2598557216572582
NGC4565,0.77,0.15570805639763674,0.82,0.16604818444863292,6.07,1.2145044600038308,31.13,6.226835304517381
NGC4567,0.64,0.13081666295008934,1.53,0.3103868499303536,16.37,3.2746256426421,52.68,10.536777557094448
NGC4568,0.81,0.16376812926973558,1.48,0.2997081949280403,15.73,3.1463075857152334,52.57,10.514639828152857
NGC4569,0.53,0.1089082127552957,1.24,0.2522300556124713,6.72,1.3447530953182318,23.34,4.674959816135347
NGC4570,0.04,0.025298221422711865,,,0.06,0.03889730104838443,0.1,0.09121951703320527
NGC4571,0.12,0.03324153992081525,0.1,0.04472135888359561,0.89,0.1875233292784552,6.07,1.323850475067908
NGC4578,,,,,,,0.25,0.10824047376197725
NGC4579,0.41,0.0876641309275716,0.45,0.10394229015384672,4.21,0.8437298222767624,18.41,3.687870357951027
NGC4580,0.18,0.05020956197207501,,,1.3,0.27513632200170124,4.71,0.9666710977461945
NGC4584,0.08,0.038483762796622696,,,0.22,0.06735725559837177,,
NGC4586,0.19,0.05303772241571396,0.13,0.05547071141442078,0.38,0.08367197777913654,1.65,0.34511012382027123
NGC4589,,,0.05,0.022360679441797805,0.15,0.0516139518343739,0.4,0.20800000199904808
NGC4591,0.09,0.03847077009101588,,,0.67,0.1416756891734498,1.76,0.3703093289900269
NGC4592,0.17,0.04601086820423027,0.17,0.05882176522659803,1.94,0.39095780964276655,4.96,0.9999700073739269
NGC4594,0.46,0.09533624874993554,0.57,0.1192518330436652,2.91,0.5838150563231561,14.62,2.9316752659679866
NGC4595,0.14,0.0410365686484943,0.16,0.06711929675155813,0.93,0.1892643668062773,3.04,0.6294704056099565
NGC4596,0.12,0.03538361205622976,0.05,0.041231055424942244,0.43,0.09527329289424195,1.1,0.26683515512393347
NGC4606,0.13,0.0389486829303632,0.2,0.058000000001027674,0.84,0.18049930246514254,2.75,0.6993740127297423
NGC4607,0.2,0.0456508493068695,0.19,0.05966573532594581,2.34,0.471220737977132,7.76,1.6024684500288848
NGC4608,0.08,0.03577708883951699,0.09,0.04386342387711696,,,0.14,0.12907362440626016
NGC4612,0.02,0.031256998702260216,0.13,0.05635601143546927,,,,
NGC4618,0.13,0.03748332947095394,0.2,0.04770744255961212,3.44,0.7063596920851737,11.36,2.391026703132602
NGC4621,0.16,0.03883297502095898,0.16,0.04596737911195192,0.08,0.04123105499125475,0.45,0.20303693808193857
NGC4624,0.05,0.026925824436898563,0.11,0.04565084800120605,0.05,0.03162277601266368,0.21,0.1271377176376879
NGC4625,0.11,0.04477722699675007,0.15,0.04763402257642666,,,,
NGC4627,2.29,0.459412660796255,2.75,0.5518378386454961,22.97,4.6039812923271635,89.46,17.896403729785796
NGC4629,,,,,0.18,0.06657327013593907,0.47,0.22280036534227224
NGC4630,0.2,0.04882622344685987,0.33,0.08987213377799096,2.44,0.4902581065297719,5.21,1.0545179069385942
NGC4631,,,,,,,,
NGC4633,,,,,3.36,0.6752332721027241,5.91,1.1938793603607587
NGC4636,0.11,0.03482815000217409,0.07,0.043324359135859906,0.12,0.04750789478723333,0.25,0.11720068145979409
NGC4638,,,0.15,0.050803544801417286,-0.01,0.034058774573783195,,
NGC4639,0.08,0.028844410178914887,0.15,0.04534313836924138,1.35,0.2726609661870519,4.44,0.9010843575655024
NGC4643,,,,,0.6,0.1261784498524724,1.88,0.4172972528204042
NGC4647,0.42,0.088543772269999,0.53,0.11438968009621013,5.13,1.0272176239926276,17.05,3.413385849543644
NGC4649,0.27,0.057584722052480816,0.24,0.05556977546654429,0.43,0.09800510239151526,11.12,2.2332453729543045
NGC4651,0.32,0.0680073512125777,0.48,0.10519030237431438,4.67,0.9348561538717561,16.25,3.2509358652934166
NGC4654,0.94,0.19087430368938485,1.48,0.298964884577999,11.93,2.3863187740372265,34.81,6.9632897272220005
NGC4656,0.11,0.03041381236977148,0.36,0.07800000238303957,3.22,0.6455702963511625,7.1,1.4249775249048147
NGC4660,0.08,0.04123105499125475,,,,,,
NGC4666,1.65,0.33110269840442846,2.17,0.43799202422741584,26.57,5.314190470003809,77.0,15.401184402501757
NGC4668,,,,,0.63,0.13593012786869324,1.55,0.34394911725358956
NGC4684,0.06,0.0268328157966375,0.51,0.11884864195490918,1.42,0.2881961051076679,1.99,0.42393395817236146
NGC4688,,,,,0.65,0.15868521803852434,2.28,0.9000622369058462
NGC4689,0.23,0.052839380244905955,0.35,0.08321658484965326,2.18,0.4380182776949973,9.8,1.9655048078041137
NGC4691,0.7,0.14277254421220825,2.51,0.5046860392329096,14.49,2.898684655978958,22.81,4.565668847479069
NGC4696,0.07,0.026925824104849425,,,0.18,0.045607018663751754,1.25,0.3709123804754225
NGC4697,0.18,0.045607018663751754,0.4,0.08900000142414918,0.39,0.08676404474675206,1.01,0.3136941131970929
NGC4698,0.09,0.03244996245865863,,,0.16,0.04386342341849868,1.8,0.3733644238908275
NGC4701,0.23,0.057201400353639756,0.22,0.06660330362320604,2.81,0.563351566252908,6.7,1.353685302574784
NGC4710,0.17,0.04468780567358085,0.49,0.1030921940358004,5.57,1.1194177398813994,13.31,2.669881916129388
NGC4713,0.23,0.059665735425843434,0.19,0.07102112223013543,4.46,0.8945881812954083,10.69,2.144987794536432
NGC4720,0.04,0.03883297444537235,,,0.98,0.20278067365244956,2.57,0.5737778174893571
NGC4725,0.23,0.05015974540295624,0.18,0.046861498725112215,1.38,0.27796582426940564,10.5,2.1034830638351556
NGC4731,0.11,0.0325576412654291,0.15,0.05325410829733928,2.18,0.43792352270153323,6.39,1.2858646635893685
NGC4736,3.12,0.6251559576159244,4.03,0.8069430386991249,58.67,11.734085921192275,103.87,20.775433444920868
NGC4746,0.37,0.07810889936345443,0.54,0.11818629771266116,4.73,0.9470696951008093,12.31,2.4747616868651177
NGC4747,0.08,0.029681644280301588,0.26,0.06499999895691874,1.92,0.3871136697181026,4.5,0.9065765270666742
